demand_type,time_period,origin_zone,dest_zone,demand
cycling,AM Peak (7-9am),30101100417,30101100606,9.326851944
cycling,AM Peak (7-9am),30101100417,30102100722,2.027004608
cycling,AM Peak (7-9am),30101100417,30102100939,9.576601868
cycling,AM Peak (7-9am),30101100417,30504113731,1.417338112
cycling,AM Peak (7-9am),30101100418,30101100434,1.979099838
cycling,AM Peak (7-9am),30101100418,30101100442,7.110548721
cycling,AM Peak (7-9am),30101100418,30103101517,1.736100052
cycling,AM Peak (7-9am),30101100418,30103101801,2.215132874
cycling,AM Peak (7-9am),30101100418,30203103701,1.858957748
cycling,AM Peak (7-9am),30101100418,30301104921,8.372155121
cycling,AM Peak (7-9am),30101100420,30101100407,6.261859444
cycling,AM Peak (7-9am),30101100420,30101100414,1.859387009
cycling,AM Peak (7-9am),30101100420,30101100442,11.51295699
cycling,AM Peak (7-9am),30101100420,30102101112,1.550304352
cycling,AM Peak (7-9am),30101100420,30103102031,3.128699165
cycling,AM Peak (7-9am),30101100420,30301105142,1.927718338
cycling,AM Peak (7-9am),30101100420,30303106023,1.813902283
cycling,AM Peak (7-9am),30101100420,30304107015,1.551516754
cycling,AM Peak (7-9am),30101100422,30101100403,1.707926971
cycling,AM Peak (7-9am),30101100422,30101100441,1.51254155
cycling,AM Peak (7-9am),30101100422,30101100606,9.803732712
cycling,AM Peak (7-9am),30101100422,30102100713,3.134932465
cycling,AM Peak (7-9am),30101100422,30203103603,2.745328201
cycling,AM Peak (7-9am),30101100422,30302105604,3.290922745
cycling,AM Peak (7-9am),30101100422,30501110531,2.405255493
cycling,AM Peak (7-9am),30101100422,30502111809,1.562192619
cycling,AM Peak (7-9am),30101100423,30101100116,6.650850662
cycling,AM Peak (7-9am),30101100423,30101100407,1.652288078
cycling,AM Peak (7-9am),30101100423,30101100442,13.82799879
cycling,AM Peak (7-9am),30101100423,30102100728,1.506271255
cycling,AM Peak (7-9am),30101100423,30103101619,1.921098724
cycling,AM Peak (7-9am),30101100423,30103101824,2.034892365
cycling,AM Peak (7-9am),30101100423,30203103603,1.998995178
cycling,AM Peak (7-9am),30101100423,30203103815,7.057600143
cycling,AM Peak (7-9am),30101100423,30302105808,2.382306137
cycling,AM Peak (7-9am),30101100423,30403109405,1.62242791
cycling,AM Peak (7-9am),30101100428,30101100120,4.408854111
cycling,AM Peak (7-9am),30101100428,30101100407,2.604863197
cycling,AM Peak (7-9am),30101100428,30101100439,7.649893402
cycling,AM Peak (7-9am),30101100428,30101100442,6.616394196
cycling,AM Peak (7-9am),30101100428,30102100729,2.569830185
cycling,AM Peak (7-9am),30101100428,30103101918,2.569830185
cycling,AM Peak (7-9am),30101100428,30303106221,1.58341571
cycling,AM Peak (7-9am),30101100428,30303106411,1.349320496
cycling,AM Peak (7-9am),30101100429,30101100116,9.48265239
cycling,AM Peak (7-9am),30101100429,30101100311,1.488359261
cycling,AM Peak (7-9am),30101100429,30101100407,4.556294693
cycling,AM Peak (7-9am),30101100429,30101100442,3.586178223
cycling,AM Peak (7-9am),30101100429,30101100615,2.034892365
cycling,AM Peak (7-9am),30101100429,30102100727,1.343602051
cycling,AM Peak (7-9am),30101100429,30103102104,1.740618393
cycling,AM Peak (7-9am),30101100429,30301104813,1.530291481
cycling,AM Peak (7-9am),30101100430,30101100116,4.69860498
cycling,AM Peak (7-9am),30101100430,30101100206,1.740618393
cycling,AM Peak (7-9am),30101100430,30102100738,2.483472107
cycling,AM Peak (7-9am),30101100430,30102100804,4.807575195
cycling,AM Peak (7-9am),30101100430,30103101504,2.193721237
cycling,AM Peak (7-9am),30101100430,30103101511,1.367379578
cycling,AM Peak (7-9am),30101100430,30103101701,2.713320343
cycling,AM Peak (7-9am),30101100430,30103102108,6.862363297
cycling,AM Peak (7-9am),30101100430,30203103603,2.902950127
cycling,AM Peak (7-9am),30101100430,30303106023,1.740618393
cycling,AM Peak (7-9am),30101100430,30303106511,2.78471769
cycling,AM Peak (7-9am),30101100431,30501110612,1.897433868
cycling,AM Peak (7-9am),30101100433,30101100411,1.77203334
cycling,AM Peak (7-9am),30101100433,30101100448,1.96761792
cycling,AM Peak (7-9am),30101100434,30101100418,1.979099838
cycling,AM Peak (7-9am),30101100439,30101100428,2.670730545
cycling,AM Peak (7-9am),30101100441,30101100422,1.51254155
cycling,AM Peak (7-9am),30101100442,30101100112,1.58341571
cycling,AM Peak (7-9am),30101100442,30101100140,1.734732132
cycling,AM Peak (7-9am),30101100442,30101100141,1.762595764
cycling,AM Peak (7-9am),30101100442,30101100407,1.904794769
cycling,AM Peak (7-9am),30101100442,30101100418,1.904794769
cycling,AM Peak (7-9am),30101100442,30101100420,1.719535248
cycling,AM Peak (7-9am),30101100442,30101100423,2.193721237
cycling,AM Peak (7-9am),30101100442,30101100428,2.149527267
cycling,AM Peak (7-9am),30101100442,30101100433,1.719535248
cycling,AM Peak (7-9am),30101100442,30102100735,11.59908575
cycling,AM Peak (7-9am),30101100443,30102100901,6.825578033
cycling,AM Peak (7-9am),30101100444,30101100403,0.499182514
cycling,AM Peak (7-9am),30101100444,30101100442,2.483472107
cycling,AM Peak (7-9am),30101100444,30102100738,2.569830185
cycling,AM Peak (7-9am),30101100444,30306107902,1.681528458
cycling,AM Peak (7-9am),30101100446,30101100433,3.667606949
cycling,AM Peak (7-9am),30101100447,30101100114,1.31932048
cycling,AM Peak (7-9am),30101100447,30101100120,4.951013184
cycling,AM Peak (7-9am),30101100447,30101100121,1.51254155
cycling,AM Peak (7-9am),30101100447,30103101701,1.551516754
cycling,AM Peak (7-9am),30101100447,30203103701,1.452543304
cycling,AM Peak (7-9am),30101100448,30101100433,3.599581398
cycling,AM Peak (7-9am),30101100448,30101100442,6.901287125
cycling,AM Peak (7-9am),30101100448,30102100738,3.312900116
cycling,AM Peak (7-9am),30101100448,30102101112,5.458422806
cycling,AM Peak (7-9am),30101100448,30302105205,1.327990089
cycling,AM Peak (7-9am),30101100448,30502111309,1.740618393
cycling,AM Peak (7-9am),30101100502,30101100336,4.780639313
cycling,AM Peak (7-9am),30101100502,30101100510,1.31932048
cycling,AM Peak (7-9am),30101100502,30101100606,6.520081802
cycling,AM Peak (7-9am),30101100502,30102100714,1.327990089
cycling,AM Peak (7-9am),30101100502,30103102107,1.506271255
cycling,AM Peak (7-9am),30101100502,30103102109,1.488359261
cycling,AM Peak (7-9am),30101100504,30101100617,1.77203334
cycling,AM Peak (7-9am),30101100507,30101100302,1.343602051
cycling,AM Peak (7-9am),30101100507,30101100407,1.719535248
cycling,AM Peak (7-9am),30101100510,30101100447,1.31932048
cycling,AM Peak (7-9am),30101100602,30101100120,2.362573456
cycling,AM Peak (7-9am),30101100602,30101100336,2.362614716
cycling,AM Peak (7-9am),30101100602,30101100407,4.693878159
cycling,AM Peak (7-9am),30101100602,30101100605,2.569830185
cycling,AM Peak (7-9am),30101100602,30101100606,11.77374052
cycling,AM Peak (7-9am),30101100602,30102100713,1.58341571
cycling,AM Peak (7-9am),30101100602,30102100741,1.328706383
cycling,AM Peak (7-9am),30101100602,30102100812,8.372155121
cycling,AM Peak (7-9am),30101100602,30102101245,1.327990089
cycling,AM Peak (7-9am),30101100602,30103101605,3.224159485
cycling,AM Peak (7-9am),30101100605,30101100329,2.64731057
cycling,AM Peak (7-9am),30101100606,30101100116,1.699555206
cycling,AM Peak (7-9am),30101100606,30101100132,1.762595764
cycling,AM Peak (7-9am),30101100606,30101100306,1.762595764
cycling,AM Peak (7-9am),30101100606,30101100323,1.736100052
cycling,AM Peak (7-9am),30101100606,30101100329,1.367379578
cycling,AM Peak (7-9am),30101100606,30101100336,1.726853699
cycling,AM Peak (7-9am),30101100606,30101100407,3.561100815
cycling,AM Peak (7-9am),30101100606,30101100417,1.72340712
cycling,AM Peak (7-9am),30101100606,30101100422,2.382306137
cycling,AM Peak (7-9am),30101100606,30101100612,3.166831421
cycling,AM Peak (7-9am),30101100606,30101100618,1.616188858
cycling,AM Peak (7-9am),30101100606,30102100713,10.67017033
cycling,AM Peak (7-9am),30101100606,30102100729,1.616188858
cycling,AM Peak (7-9am),30101100606,30102100740,5.138474945
cycling,AM Peak (7-9am),30101100606,30103101818,1.755125763
cycling,AM Peak (7-9am),30101100606,30103102031,1.726853699
cycling,AM Peak (7-9am),30101100606,30305107625,2.193721237
cycling,AM Peak (7-9am),30101100606,30306107901,1.726853699
cycling,AM Peak (7-9am),30101100606,30501110531,1.688459702
cycling,AM Peak (7-9am),30101100607,30101100606,5.452889435
cycling,AM Peak (7-9am),30101100607,30102101213,1.550304352
cycling,AM Peak (7-9am),30101100607,30103101601,3.356776901
cycling,AM Peak (7-9am),30101100607,30103101701,1.652288078
cycling,AM Peak (7-9am),30101100607,30302105322,1.506271255
cycling,AM Peak (7-9am),30101100607,30303106023,1.616188858
cycling,AM Peak (7-9am),30101100607,30504113505,1.51254155
cycling,AM Peak (7-9am),30101100609,30203103603,1.328706383
cycling,AM Peak (7-9am),30101100612,30101100112,1.506271255
cycling,AM Peak (7-9am),30101100612,30101100411,1.633089394
cycling,AM Peak (7-9am),30101100612,30101100606,9.988248169
cycling,AM Peak (7-9am),30101100612,30102100728,1.58341571
cycling,AM Peak (7-9am),30101100612,30303106324,1.985900955
cycling,AM Peak (7-9am),30101100614,30101100302,1.985900955
cycling,AM Peak (7-9am),30101100614,30101100311,4.953215424
cycling,AM Peak (7-9am),30101100614,30101100336,5.156843674
cycling,AM Peak (7-9am),30101100614,30101100407,2.027004608
cycling,AM Peak (7-9am),30101100614,30101100606,4.885274872
cycling,AM Peak (7-9am),30101100614,30102100728,1.998995178
cycling,AM Peak (7-9am),30101100614,30103101801,5.056698685
cycling,AM Peak (7-9am),30101100614,30103102013,2.546159775
cycling,AM Peak (7-9am),30101100614,30103102031,2.541022934
cycling,AM Peak (7-9am),30101100614,30303106110,1.417338112
cycling,AM Peak (7-9am),30101100614,30503112613,1.616188858
cycling,AM Peak (7-9am),30101100615,30101100618,1.700471848
cycling,AM Peak (7-9am),30101100615,30102100804,6.932607651
cycling,AM Peak (7-9am),30101100616,30101100120,6.57120166
cycling,AM Peak (7-9am),30101100616,30101100304,1.452878738
cycling,AM Peak (7-9am),30101100616,30101100311,1.550304352
cycling,AM Peak (7-9am),30101100616,30101100336,9.173442184
cycling,AM Peak (7-9am),30101100616,30101100407,4.073366989
cycling,AM Peak (7-9am),30101100616,30101100606,6.328353622
cycling,AM Peak (7-9am),30101100616,30101100614,3.415487366
cycling,AM Peak (7-9am),30101100616,30102101112,5.0977827
cycling,AM Peak (7-9am),30101100616,30102101221,3.51919458
cycling,AM Peak (7-9am),30101100616,30303106511,1.237241714
