demand_type,time_period,origin_zone,dest_zone,demand
cycling,AM Peak (7-9am),30101100616,30304107008,1.854889099
cycling,AM Peak (7-9am),30101100617,30101100116,5.389092712
cycling,AM Peak (7-9am),30101100617,30101100120,3.570246201
cycling,AM Peak (7-9am),30101100617,30101100311,9.570537079
cycling,AM Peak (7-9am),30101100617,30101100437,1.851446091
cycling,AM Peak (7-9am),30101100617,30101100439,2.604863197
cycling,AM Peak (7-9am),30101100617,30101100446,7.110548721
cycling,AM Peak (7-9am),30101100617,30101100504,3.49544046
cycling,AM Peak (7-9am),30101100617,30101100606,5.186435059
cycling,AM Peak (7-9am),30101100617,30102100728,1.699555206
cycling,AM Peak (7-9am),30101100617,30102100804,5.245159607
cycling,AM Peak (7-9am),30101100617,30203103505,1.985900955
cycling,AM Peak (7-9am),30101100618,30101100116,4.701867874
cycling,AM Peak (7-9am),30101100618,30101100606,9.709449783
cycling,AM Peak (7-9am),30101100618,30101100615,1.700471848
cycling,AM Peak (7-9am),30101100618,30102100719,1.58341571
cycling,AM Peak (7-9am),30101100618,30102100738,5.224702301
cycling,AM Peak (7-9am),30101100618,30102100742,1.904794769
cycling,AM Peak (7-9am),30101100618,30102100805,3.481206436
cycling,AM Peak (7-9am),30101100618,30103102036,1.327990089
cycling,AM Peak (7-9am),30101100618,30303106321,3.666922195
cycling,AM Peak (7-9am),30101100625,30101100606,1.831119507
cycling,AM Peak (7-9am),30102100703,30101100605,1.755125763
cycling,AM Peak (7-9am),30102100703,30102100727,1.681528458
cycling,AM Peak (7-9am),30102100703,30102100738,3.344073059
cycling,AM Peak (7-9am),30102100703,30102101211,1.705322052
cycling,AM Peak (7-9am),30102100703,30102101212,1.786186035
cycling,AM Peak (7-9am),30102100703,30102101303,1.00354727
cycling,AM Peak (7-9am),30102100710,30101100336,1.633089394
cycling,AM Peak (7-9am),30102100710,30101100407,2.751338837
cycling,AM Peak (7-9am),30102100710,30102100727,16.27353156
cycling,AM Peak (7-9am),30102100710,30102100728,1.734732132
cycling,AM Peak (7-9am),30102100710,30102100734,5.466073715
cycling,AM Peak (7-9am),30102100710,30102100738,3.375972015
cycling,AM Peak (7-9am),30102100710,30102100739,2.526457443
cycling,AM Peak (7-9am),30102100710,30102100804,6.384919174
cycling,AM Peak (7-9am),30102100710,30102101112,4.924594635
cycling,AM Peak (7-9am),30102100710,30102101221,3.404847504
cycling,AM Peak (7-9am),30102100710,30102101250,1.367379578
cycling,AM Peak (7-9am),30102100710,30102101308,1.23748362
cycling,AM Peak (7-9am),30102100710,30103101801,1.699555206
cycling,AM Peak (7-9am),30102100710,30103101823,1.343602051
cycling,AM Peak (7-9am),30102100710,30103101912,1.452543304
cycling,AM Peak (7-9am),30102100710,30303106523,1.705292297
cycling,AM Peak (7-9am),30102100710,30503112403,1.851446091
cycling,AM Peak (7-9am),30102100713,30101100301,3.134932465
cycling,AM Peak (7-9am),30102100713,30102101242,1.719535248
cycling,AM Peak (7-9am),30102100714,30101100606,1.792556305
cycling,AM Peak (7-9am),30102100714,30102100740,1.452878738
cycling,AM Peak (7-9am),30102100714,30102101230,1.77203334
cycling,AM Peak (7-9am),30102100718,30101100123,8.431001862
cycling,AM Peak (7-9am),30102100718,30101100507,1.616188858
cycling,AM Peak (7-9am),30102100718,30102100727,4.979162857
cycling,AM Peak (7-9am),30102100718,30102100728,1.23748362
cycling,AM Peak (7-9am),30102100718,30102100738,6.926761856
cycling,AM Peak (7-9am),30102100718,30301105135,3.074734169
cycling,AM Peak (7-9am),30102100718,30302105307,1.288973824
cycling,AM Peak (7-9am),30102100718,30303106221,1.607854782
cycling,AM Peak (7-9am),30102100718,30303106321,2.569830185
cycling,AM Peak (7-9am),30102100718,30503112513,1.707926971
cycling,AM Peak (7-9am),30102100718,30503113123,1.58341571
cycling,AM Peak (7-9am),30102100720,30102100728,5.268227982
cycling,AM Peak (7-9am),30102100722,30102100804,5.267580322
cycling,AM Peak (7-9am),30102100722,30102100812,6.595707581
cycling,AM Peak (7-9am),30102100722,30102101324,3.402962845
cycling,AM Peak (7-9am),30102100727,30102100813,2.392445328
cycling,AM Peak (7-9am),30102100728,30101100607,1.332496231
cycling,AM Peak (7-9am),30102100728,30102100720,5.268227982
cycling,AM Peak (7-9am),30102100728,30102100809,1.726853699
cycling,AM Peak (7-9am),30102100728,30102101301,1.897872055
cycling,AM Peak (7-9am),30102100734,30101100403,3.393781754
cycling,AM Peak (7-9am),30102100734,30102100710,5.466073715
cycling,AM Peak (7-9am),30102100734,30102100722,1.452878738
cycling,AM Peak (7-9am),30102100738,30101100101,1.307470001
cycling,AM Peak (7-9am),30102100738,30101100403,1.349320496
cycling,AM Peak (7-9am),30102100738,30101100448,1.762595764
cycling,AM Peak (7-9am),30102100738,30101100606,2.362614716
cycling,AM Peak (7-9am),30102100738,30101100618,1.726853699
cycling,AM Peak (7-9am),30102100738,30102100710,1.58341571
cycling,AM Peak (7-9am),30102100738,30102100713,1.551516754
cycling,AM Peak (7-9am),30102100738,30102100718,1.673293564
cycling,AM Peak (7-9am),30102100738,30102100727,4.834709045
cycling,AM Peak (7-9am),30102100738,30102100728,1.707926971
cycling,AM Peak (7-9am),30102100738,30102100907,2.149527267
cycling,AM Peak (7-9am),30102100738,30102100916,1.985900955
cycling,AM Peak (7-9am),30102100738,30102101206,1.551516754
cycling,AM Peak (7-9am),30102100738,30102101213,19.23158797
cycling,AM Peak (7-9am),30102100738,30102101230,1.63397023
cycling,AM Peak (7-9am),30102100738,30102101333,1.726853699
cycling,AM Peak (7-9am),30102100738,30305107353,2.362614716
cycling,AM Peak (7-9am),30102100739,30102100945,1.356545319
cycling,AM Peak (7-9am),30102100740,30101100122,7.597384399
cycling,AM Peak (7-9am),30102100740,30101100602,1.904794769
cycling,AM Peak (7-9am),30102100740,30102101330,1.927718338
cycling,AM Peak (7-9am),30102100741,30102100916,1.307470001
cycling,AM Peak (7-9am),30102100741,30302105802,1.328706383
cycling,AM Peak (7-9am),30102100742,30101100618,1.904794769
cycling,AM Peak (7-9am),30102100803,30101100606,1.332496231
cycling,AM Peak (7-9am),30102100803,30102100812,3.492111511
cycling,AM Peak (7-9am),30102100803,30102100813,1.699555206
cycling,AM Peak (7-9am),30102100803,30102101250,1.23748362
cycling,AM Peak (7-9am),30102100803,30403109615,1.893281113
cycling,AM Peak (7-9am),30102100804,30101100323,1.705322052
cycling,AM Peak (7-9am),30102100804,30101100407,3.427462219
cycling,AM Peak (7-9am),30102100804,30101100430,1.58341571
cycling,AM Peak (7-9am),30102100804,30102100722,7.155696426
cycling,AM Peak (7-9am),30102100804,30102100740,3.758837845
cycling,AM Peak (7-9am),30102100804,30102100809,3.732942978
cycling,AM Peak (7-9am),30102100804,30102100812,1.699555206
cycling,AM Peak (7-9am),30102100804,30102100815,3.708533066
cycling,AM Peak (7-9am),30102100804,30102100944,1.985900955
cycling,AM Peak (7-9am),30102100804,30203103708,1.551516754
cycling,AM Peak (7-9am),30102100804,30304107008,1.58341571
cycling,AM Peak (7-9am),30102100805,30304107109,1.740618393
cycling,AM Peak (7-9am),30102100806,30303106023,1.719535248
cycling,AM Peak (7-9am),30102100809,30101100437,1.700471848
cycling,AM Peak (7-9am),30102100809,30102100804,22.56634406
cycling,AM Peak (7-9am),30102100809,30102100812,9.277177567
cycling,AM Peak (7-9am),30102100809,30102100813,2.526457443
cycling,AM Peak (7-9am),30102100809,30102101242,5.218749786
cycling,AM Peak (7-9am),30102100809,30102101325,1.921098724
cycling,AM Peak (7-9am),30102100809,30501111206,2.193721237
cycling,AM Peak (7-9am),30102100812,30101100124,1.288973824
cycling,AM Peak (7-9am),30102100812,30101100602,1.904794769
cycling,AM Peak (7-9am),30102100812,30101100606,3.245720886
cycling,AM Peak (7-9am),30102100812,30102100739,1.356545319
cycling,AM Peak (7-9am),30102100812,30102100803,3.399110413
cycling,AM Peak (7-9am),30102100812,30102100809,2.193721237
cycling,AM Peak (7-9am),30102100812,30102100815,3.399110413
cycling,AM Peak (7-9am),30102100812,30102101213,1.762595764
cycling,AM Peak (7-9am),30102100812,30303106032,2.027004608
cycling,AM Peak (7-9am),30102100812,30303106511,1.705322052
cycling,AM Peak (7-9am),30102100813,30102100738,1.307470001
cycling,AM Peak (7-9am),30102100814,30101100324,1.921098724
cycling,AM Peak (7-9am),30102100814,30102100803,1.23748362
cycling,AM Peak (7-9am),30102100815,30102100714,1.972408466
cycling,AM Peak (7-9am),30102100815,30102100728,1.688459702
cycling,AM Peak (7-9am),30102100815,30102100804,10.41399063
cycling,AM Peak (7-9am),30102100815,30102100812,8.33811264
cycling,AM Peak (7-9am),30102100815,30102101213,3.492111511
cycling,AM Peak (7-9am),30102100901,30101100443,6.825578033
cycling,AM Peak (7-9am),30102100901,30102100804,6.992518021
cycling,AM Peak (7-9am),30102100901,30102100927,1.51254155
cycling,AM Peak (7-9am),30102100901,30102100939,8.459476654
cycling,AM Peak (7-9am),30102100901,30203103708,1.31932048
cycling,AM Peak (7-9am),30102100904,30102101302,5.871587585
cycling,AM Peak (7-9am),30102100907,30101100112,1.897872055
cycling,AM Peak (7-9am),30102100907,30102100738,4.512100723
cycling,AM Peak (7-9am),30102100907,30102100939,14.31456668
cycling,AM Peak (7-9am),30102100907,30102101325,1.616188858
cycling,AM Peak (7-9am),30102100907,30102101333,1.288973824
cycling,AM Peak (7-9am),30102100907,30103101620,2.670730545
cycling,AM Peak (7-9am),30102100907,30103101815,1.328706383
cycling,AM Peak (7-9am),30102100908,30102100939,7.276972763
cycling,AM Peak (7-9am),30102100909,30102100944,1.734732132
cycling,AM Peak (7-9am),30102100916,30102100728,1.893281113
cycling,AM Peak (7-9am),30102100916,30102100738,3.504768143
cycling,AM Peak (7-9am),30102100916,30102100908,7.276972763
cycling,AM Peak (7-9am),30102100916,30102100946,1.237241714
cycling,AM Peak (7-9am),30102100916,30102101213,2.442263718
cycling,AM Peak (7-9am),30102100916,30102101302,3.288708008
cycling,AM Peak (7-9am),30102100916,30504113731,1.349320496
cycling,AM Peak (7-9am),30102100917,30102100804,1.349320496
cycling,AM Peak (7-9am),30102100917,30102100903,1.452543304
cycling,AM Peak (7-9am),30102100917,30102100939,6.9252892
cycling,AM Peak (7-9am),30102100917,30102101213,1.705322052
cycling,AM Peak (7-9am),30102100917,30301105001,1.736100052
cycling,AM Peak (7-9am),30102100917,30302105401,3.813239441
cycling,AM Peak (7-9am),30102100917,30303106221,1.328706383
cycling,AM Peak (7-9am),30102100917,30305107625,1.897433868
cycling,AM Peak (7-9am),30102100917,30503112505,1.958459442
cycling,AM Peak (7-9am),30102100921,30102100924,1.367379578
cycling,AM Peak (7-9am),30102100924,30102100738,1.58341571
cycling,AM Peak (7-9am),30102100924,30102100921,1.367379578
cycling,AM Peak (7-9am),30102100924,30102101332,4.633046883
cycling,AM Peak (7-9am),30102100924,30302105927,3.256809052
cycling,AM Peak (7-9am),30102100925,30101100209,2.193721237
cycling,AM Peak (7-9am),30102100925,30101100407,2.577947647
cycling,AM Peak (7-9am),30102100925,30102100720,1.705292297
cycling,AM Peak (7-9am),30102100925,30102100728,1.332496231
cycling,AM Peak (7-9am),30102100925,30102100804,5.498726456
cycling,AM Peak (7-9am),30102100925,30102100907,1.76281218
cycling,AM Peak (7-9am),30102100925,30102101221,4.577706329
cycling,AM Peak (7-9am),30102100925,30102101303,2.193721237
cycling,AM Peak (7-9am),30102100925,30102101305,2.318241226
cycling,AM Peak (7-9am),30102100925,30102101322,1.327990089
cycling,AM Peak (7-9am),30102100925,30102101332,11.48375439
cycling,AM Peak (7-9am),30102100926,30101100403,1.762595764
cycling,AM Peak (7-9am),30102100926,30102100804,5.076840393
cycling,AM Peak (7-9am),30102100926,30102100939,1.631963478
cycling,AM Peak (7-9am),30102100926,30102101213,2.483472107
cycling,AM Peak (7-9am),30102100926,30102101242,3.57027655
cycling,AM Peak (7-9am),30102100926,30102101332,4.874176788
cycling,AM Peak (7-9am),30102100926,30303106502,1.237241714
cycling,AM Peak (7-9am),30102100927,30102100901,1.51254155
cycling,AM Peak (7-9am),30102100927,30102101206,1.688459702
cycling,AM Peak (7-9am),30102100929,30101100120,1.869019577
cycling,AM Peak (7-9am),30102100929,30102100738,4.846086823
cycling,AM Peak (7-9am),30102100929,30102101325,1.327990089
cycling,AM Peak (7-9am),30102100929,30103102031,2.318241226
cycling,AM Peak (7-9am),30102100929,30301104814,1.755125763
cycling,AM Peak (7-9am),30102100929,30303106324,1.893281113
cycling,AM Peak (7-9am),30102100936,30102100713,1.921098724
cycling,AM Peak (7-9am),30102100936,30102100942,1.616188858
cycling,AM Peak (7-9am),30102100936,30102101324,2.721019753
cycling,AM Peak (7-9am),30102100936,30202102830,1.699555206
cycling,AM Peak (7-9am),30102100936,30203103808,1.813902283
cycling,AM Peak (7-9am),30102100939,30101100102,1.585109245
cycling,AM Peak (7-9am),30102100939,30101100112,5.16247702
cycling,AM Peak (7-9am),30102100939,30102100727,1.551516754
cycling,AM Peak (7-9am),30102100939,30102100904,1.726853699
cycling,AM Peak (7-9am),30102100939,30102100907,7.458241196
cycling,AM Peak (7-9am),30102100939,30102101112,3.62414534
cycling,AM Peak (7-9am),30102100939,30102101213,11.92726315
cycling,AM Peak (7-9am),30102100939,30102101331,2.392445328
cycling,AM Peak (7-9am),30102100939,30102101332,5.287797409
cycling,AM Peak (7-9am),30102100942,30102100936,1.616188858
cycling,AM Peak (7-9am),30102100944,30102100804,5.579832642
cycling,AM Peak (7-9am),30102100944,30102100909,1.734732132
cycling,AM Peak (7-9am),30102100944,30102101333,2.69608596
cycling,AM Peak (7-9am),30102100945,30102101325,7.335732422
cycling,AM Peak (7-9am),30102100946,30102100939,9.553855438
cycling,AM Peak (7-9am),30102101107,30101100407,1.72340712
cycling,AM Peak (7-9am),30102101107,30101100606,6.892326218
cycling,AM Peak (7-9am),30102101107,30102101109,6.026503128
cycling,AM Peak (7-9am),30102101107,30102101221,3.445847015
cycling,AM Peak (7-9am),30102101107,30103102031,3.286569839
cycling,AM Peak (7-9am),30102101107,30301105142,1.893281113
cycling,AM Peak (7-9am),30102101107,30302105605,1.897872055
cycling,AM Peak (7-9am),30102101109,30102101107,6.026503128
cycling,AM Peak (7-9am),30102101112,30101100125,1.944219864
cycling,AM Peak (7-9am),30102101112,30102100939,1.755125763
cycling,AM Peak (7-9am),30102101112,30102100946,2.193721237
cycling,AM Peak (7-9am),30102101112,30102101247,4.919205276
cycling,AM Peak (7-9am),30102101112,30103101824,1.726853699
cycling,AM Peak (7-9am),30102101206,30101100323,1.726853699
cycling,AM Peak (7-9am),30102101206,30102100707,1.327990089
cycling,AM Peak (7-9am),30102101206,30102100728,1.927718338
cycling,AM Peak (7-9am),30102101206,30102100738,24.39896875
cycling,AM Peak (7-9am),30102101206,30102100813,1.356545319
cycling,AM Peak (7-9am),30102101206,30102101115,1.726853699
cycling,AM Peak (7-9am),30102101206,30102101213,12.24902942
cycling,AM Peak (7-9am),30102101206,30102101221,1.792556305
cycling,AM Peak (7-9am),30102101206,30102101305,1.288973824
cycling,AM Peak (7-9am),30102101206,30301104813,1.755125763
cycling,AM Peak (7-9am),30102101209,30102101211,1.452878738
cycling,AM Peak (7-9am),30102101210,30102100813,1.288973824
cycling,AM Peak (7-9am),30102101210,30102101219,5.088536346
cycling,AM Peak (7-9am),30102101211,30101100407,3.826303116
cycling,AM Peak (7-9am),30102101211,30101100433,1.327990089
cycling,AM Peak (7-9am),30102101211,30101100606,6.988820908
cycling,AM Peak (7-9am),30102101211,30102100718,1.31932048
cycling,AM Peak (7-9am),30102101211,30102100728,3.15820079
cycling,AM Peak (7-9am),30102101211,30102100734,5.186338058
cycling,AM Peak (7-9am),30102101211,30102100738,1.598870468
cycling,AM Peak (7-9am),30102101211,30102101209,1.452878738
cycling,AM Peak (7-9am),30102101211,30102101212,1.638630699
cycling,AM Peak (7-9am),30102101211,30102101213,3.762098557
cycling,AM Peak (7-9am),30102101211,30102101325,1.904794769
cycling,AM Peak (7-9am),30102101211,30103101601,3.304162766
cycling,AM Peak (7-9am),30102101211,30103101708,1.212316551
cycling,AM Peak (7-9am),30102101211,30103102031,1.762595764
cycling,AM Peak (7-9am),30102101211,30302105315,1.993628632
cycling,AM Peak (7-9am),30102101211,30305107632,1.551516754
cycling,AM Peak (7-9am),30102101213,30102100815,1.699555206
cycling,AM Peak (7-9am),30102101213,30102100927,1.688459702
cycling,AM Peak (7-9am),30102101213,30102100939,2.405255493
cycling,AM Peak (7-9am),30102101213,30102101211,1.999286377
cycling,AM Peak (7-9am),30102101213,30102101230,4.09776738
cycling,AM Peak (7-9am),30102101213,30102101301,7.408947083
cycling,AM Peak (7-9am),30102101219,30101100502,1.854889099
cycling,AM Peak (7-9am),30102101219,30102101210,1.726853699
cycling,AM Peak (7-9am),30102101219,30102101322,1.616188858
cycling,AM Peak (7-9am),30102101219,30102101333,4.953215424
cycling,AM Peak (7-9am),30102101221,30101100125,1.813902283
cycling,AM Peak (7-9am),30102101221,30102100738,1.699555206
cycling,AM Peak (7-9am),30102101221,30102101107,1.616188858
cycling,AM Peak (7-9am),30102101221,30102101230,1.707926971
cycling,AM Peak (7-9am),30102101221,30102101338,3.557973206
cycling,AM Peak (7-9am),30102101221,30103101823,2.392445328
cycling,AM Peak (7-9am),30102101230,30101100120,4.945098358
cycling,AM Peak (7-9am),30102101230,30101100606,4.844591354
cycling,AM Peak (7-9am),30102101230,30102100738,10.78810562
cycling,AM Peak (7-9am),30102101230,30102101213,5.217413605
cycling,AM Peak (7-9am),30102101230,30102101221,10.39791499
cycling,AM Peak (7-9am),30102101230,30102101331,3.62414534
cycling,AM Peak (7-9am),30102101230,30302105513,1.417338112
cycling,AM Peak (7-9am),30102101230,30303106103,1.985900955
cycling,AM Peak (7-9am),30102101230,30305107630,1.77203334
cycling,AM Peak (7-9am),30102101232,30102100738,9.495296921
cycling,AM Peak (7-9am),30102101232,30103101818,1.530291481
cycling,AM Peak (7-9am),30102101232,30203103708,1.755125763
cycling,AM Peak (7-9am),30102101232,30403109610,1.860040619
cycling,AM Peak (7-9am),30102101232,30501110536,1.327990089
cycling,AM Peak (7-9am),30102101242,30101100120,1.740618393
cycling,AM Peak (7-9am),30102101242,30101100336,1.44936412
cycling,AM Peak (7-9am),30102101242,30101100407,1.762595764
cycling,AM Peak (7-9am),30102101242,30102101219,5.181106201
cycling,AM Peak (7-9am),30102101245,30102101246,1.762595764
cycling,AM Peak (7-9am),30102101246,30101100120,3.564390289
cycling,AM Peak (7-9am),30102101246,30102101245,1.762595764
cycling,AM Peak (7-9am),30102101246,30501111001,3.32421769
cycling,AM Peak (7-9am),30102101247,30101100120,5.104728622
cycling,AM Peak (7-9am),30102101247,30102101112,9.898368134
cycling,AM Peak (7-9am),30102101247,30102101213,1.616188858
cycling,AM Peak (7-9am),30102101247,30102101332,5.092637924
cycling,AM Peak (7-9am),30102101247,30203103701,1.417338112
cycling,AM Peak (7-9am),30102101248,30102100738,4.039549652
cycling,AM Peak (7-9am),30102101248,30102100946,1.688459702
cycling,AM Peak (7-9am),30102101248,30102101324,5.320785385
cycling,AM Peak (7-9am),30102101248,30103101701,1.985900955
cycling,AM Peak (7-9am),30102101250,30101100116,7.110548721
cycling,AM Peak (7-9am),30102101250,30101100434,1.367379578
cycling,AM Peak (7-9am),30102101250,30102100727,1.668205124
cycling,AM Peak (7-9am),30102101250,30102101219,6.78433493
cycling,AM Peak (7-9am),30102101301,30101100133,1.332496231
cycling,AM Peak (7-9am),30102101301,30101100336,1.327990089
cycling,AM Peak (7-9am),30102101301,30101100447,3.388274269
cycling,AM Peak (7-9am),30102101301,30102100728,3.230368286
cycling,AM Peak (7-9am),30102101301,30102101213,9.945846222
cycling,AM Peak (7-9am),30102101301,30102101324,5.498726456
cycling,AM Peak (7-9am),30102101301,30102101331,5.313466934
cycling,AM Peak (7-9am),30102101301,30102101332,3.224159485
cycling,AM Peak (7-9am),30102101301,30203103603,1.607854782
cycling,AM Peak (7-9am),30102101301,30305107418,2.576061798
cycling,AM Peak (7-9am),30102101302,30102100738,5.871587585
cycling,AM Peak (7-9am),30102101303,30102100703,1.601170973
cycling,AM Peak (7-9am),30102101303,30102101324,1.726853699
cycling,AM Peak (7-9am),30102101305,30102100729,1.562192619
cycling,AM Peak (7-9am),30102101308,30102100710,1.23748362
cycling,AM Peak (7-9am),30102101310,30101100403,1.328706383
cycling,AM Peak (7-9am),30102101310,30102101320,1.585109245
cycling,AM Peak (7-9am),30102101313,30101100112,2.576061798
cycling,AM Peak (7-9am),30102101313,30102100728,1.328706383
cycling,AM Peak (7-9am),30102101313,30102101212,2.339253159
cycling,AM Peak (7-9am),30102101313,30102101314,1.585109245
cycling,AM Peak (7-9am),30102101313,30102101324,3.561894272
cycling,AM Peak (7-9am),30102101313,30501110530,2.034892365
cycling,AM Peak (7-9am),30102101313,30501110541,1.72340712
cycling,AM Peak (7-9am),30102101314,30101100120,1.452878738
cycling,AM Peak (7-9am),30102101314,30101100130,1.633089394
cycling,AM Peak (7-9am),30102101314,30102101313,3.170218491
cycling,AM Peak (7-9am),30102101314,30102101324,3.415487366
cycling,AM Peak (7-9am),30102101314,30102101331,6.723346054
cycling,AM Peak (7-9am),30102101319,30102101320,6.711871674
cycling,AM Peak (7-9am),30102101319,30102101324,5.073798279
cycling,AM Peak (7-9am),30102101320,30101100442,2.392445328
cycling,AM Peak (7-9am),30102101320,30102101310,1.585109245
cycling,AM Peak (7-9am),30102101320,30102101324,2.104293472
cycling,AM Peak (7-9am),30102101320,30102101331,2.215132874
cycling,AM Peak (7-9am),30102101322,30101100120,3.432145996
cycling,AM Peak (7-9am),30102101322,30102101219,3.445847015
cycling,AM Peak (7-9am),30102101322,30102101324,19.51755663
cycling,AM Peak (7-9am),30102101322,30102101331,3.758837845
cycling,AM Peak (7-9am),30102101324,30101100407,1.762595764
cycling,AM Peak (7-9am),30102101324,30102100722,5.19551915
cycling,AM Peak (7-9am),30102101324,30102100728,1.58341571
cycling,AM Peak (7-9am),30102101324,30102101112,8.99661969
cycling,AM Peak (7-9am),30102101324,30102101248,1.726853699
cycling,AM Peak (7-9am),30102101324,30102101314,1.616188858
cycling,AM Peak (7-9am),30102101324,30102101319,11.78566995
cycling,AM Peak (7-9am),30102101324,30102101322,16.98065749
cycling,AM Peak (7-9am),30102101324,30102101332,12.71754616
cycling,AM Peak (7-9am),30102101324,30102101333,6.526378181
cycling,AM Peak (7-9am),30102101324,30103101918,1.356545319
cycling,AM Peak (7-9am),30102101324,30302105408,1.31932048
cycling,AM Peak (7-9am),30102101324,30305107632,2.149527267
cycling,AM Peak (7-9am),30102101330,30101100407,3.886338455
cycling,AM Peak (7-9am),30102101330,30102101313,1.742964645
cycling,AM Peak (7-9am),30102101330,30303106516,2.87021685
cycling,AM Peak (7-9am),30102101330,30501111001,4.049577362
cycling,AM Peak (7-9am),30102101331,30102100916,2.392445328
cycling,AM Peak (7-9am),30102101331,30102101230,1.755125763
cycling,AM Peak (7-9am),30102101331,30102101301,1.719535248
cycling,AM Peak (7-9am),30102101331,30102101314,4.960533875
cycling,AM Peak (7-9am),30102101331,30102101322,1.927718338
cycling,AM Peak (7-9am),30102101332,30102100925,4.680855942
cycling,AM Peak (7-9am),30102101332,30102100926,2.769883316
cycling,AM Peak (7-9am),30102101332,30102101247,1.858957748
cycling,AM Peak (7-9am),30102101332,30102101305,2.193721237
cycling,AM Peak (7-9am),30102101332,30102101333,1.288973824
cycling,AM Peak (7-9am),30102101332,30303106511,3.458139252
cycling,AM Peak (7-9am),30102101333,30102100738,3.519410004
cycling,AM Peak (7-9am),30102101333,30102101250,1.719535248
cycling,AM Peak (7-9am),30102101333,30102101325,1.58341571
cycling,AM Peak (7-9am),30102101333,30102101332,1.288973824
cycling,AM Peak (7-9am),30102101338,30102100727,1.726853699
cycling,AM Peak (7-9am),30102155115,30102155112,3.123929794
cycling,AM Peak (7-9am),30102155118,30102155115,1.786670441
cycling,AM Peak (7-9am),30103101401,30101100204,13.10568491
cycling,AM Peak (7-9am),30103101501,30103101620,5.253997131
cycling,AM Peak (7-9am),30103101504,30103101505,2.193721237
cycling,AM Peak (7-9am),30103101504,30103101601,2.575467102
cycling,AM Peak (7-9am),30103101505,30103101620,6.710167725
cycling,AM Peak (7-9am),30103101518,30103101510,7.832661072
cycling,AM Peak (7-9am),30103101518,30103101519,8.287864197
cycling,AM Peak (7-9am),30103101518,30103101620,7.065530945
cycling,AM Peak (7-9am),30103101518,30103101913,8.013201111
cycling,AM Peak (7-9am),30103101518,30103102013,5.253997131
cycling,AM Peak (7-9am),30103101518,30103102031,8.013201111
cycling,AM Peak (7-9am),30103101518,30304107008,7.065530945
cycling,AM Peak (7-9am),30103101518,30502111734,8.287864197
cycling,AM Peak (7-9am),30103101518,30503112403,8.600818726
cycling,AM Peak (7-9am),30103101519,30103101518,8.287864197
cycling,AM Peak (7-9am),30103101601,30101100607,1.616188858
cycling,AM Peak (7-9am),30103101601,30103101701,8.186981689
cycling,AM Peak (7-9am),30103101605,30101100336,1.740618393
cycling,AM Peak (7-9am),30103101605,30101100602,1.705292297
cycling,AM Peak (7-9am),30103101606,30103102008,17.19220563
cycling,AM Peak (7-9am),30103101606,30103102104,10.9753952
cycling,AM Peak (7-9am),30103101620,30101100606,7.62163324
cycling,AM Peak (7-9am),30103101620,30103101501,5.253997131
cycling,AM Peak (7-9am),30103101620,30103101505,18.54124365
cycling,AM Peak (7-9am),30103101620,30103101702,6.306274689
cycling,AM Peak (7-9am),30103101620,30103101913,15.90949744
cycling,AM Peak (7-9am),30103101620,30103102008,14.72856836
cycling,AM Peak (7-9am),30103101620,30202103110,7.065530945
cycling,AM Peak (7-9am),30103101620,30302105524,13.27090131
cycling,AM Peak (7-9am),30103101701,30301104804,6.837392212
cycling,AM Peak (7-9am),30103101801,30103101701,1.858957748
cycling,AM Peak (7-9am),30103101801,30103102126,8.902700562
cycling,AM Peak (7-9am),30103101824,30501110531,2.027004608
cycling,AM Peak (7-9am),30103101913,30101100606,15.90949744
cycling,AM Peak (7-9am),30103101913,30103101518,8.013201111
cycling,AM Peak (7-9am),30103101913,30301105142,12.16297107
cycling,AM Peak (7-9am),30103101918,30202103011,1.356545319
cycling,AM Peak (7-9am),30103102008,30101100120,12.16297107
cycling,AM Peak (7-9am),30103102014,30103101701,8.186981689
cycling,AM Peak (7-9am),30103102014,30103102139,9.205462341
cycling,AM Peak (7-9am),30103102019,30101100625,1.417338112
cycling,AM Peak (7-9am),30103102031,30101100502,5.852408936
cycling,AM Peak (7-9am),30103102031,30103101801,8.013201111
cycling,AM Peak (7-9am),30103102031,30103102008,19.26990619
cycling,AM Peak (7-9am),30103102036,30103102130,18.58334607
cycling,AM Peak (7-9am),30103102037,30103101518,7.065530945
cycling,AM Peak (7-9am),30103102037,30103102130,9.205462341
cycling,AM Peak (7-9am),30103102101,30103102038,12.41517099
cycling,AM Peak (7-9am),30103102101,30103102107,13.29334503
cycling,AM Peak (7-9am),30103102101,30103102108,14.02320212
cycling,AM Peak (7-9am),30103102101,30301105011,9.519827637
cycling,AM Peak (7-9am),30103102104,30103101824,13.29334503
cycling,AM Peak (7-9am),30103102104,30103102120,17.38824347
cycling,AM Peak (7-9am),30103102104,30103102126,9.205462341
cycling,AM Peak (7-9am),30103102104,30302105517,3.789989166
cycling,AM Peak (7-9am),30103102107,30103102137,13.29334503
cycling,AM Peak (7-9am),30103102108,30103102120,11.28365009
cycling,AM Peak (7-9am),30103102108,30301104913,8.107581238
cycling,AM Peak (7-9am),30103102108,30503112614,7.913616699
cycling,AM Peak (7-9am),30103102109,30101100502,1.488359261
cycling,AM Peak (7-9am),30103102110,30101100407,9.648473999
