location_desc,i_node,j_node,length_metres,WKT,demand,person_km
William Jolly Bridge,353,204465,0.0,"LINESTRING(153.032075606839 -27.4446016128868,153.032075606839 -27.4446016128869)",9.8813703,0.0
William Jolly Bridge,359,353,9.5778,"LINESTRING(153.032161226909 -27.4445612431755,153.032075606839 -27.4446016128868)",9.8813703,0.09464178845934
William Jolly Bridge,419,215511,155.32097,"LINESTRING(153.0337021 -27.4410695,153.0348126 -27.440094)",9.8813703,1.5347840199251908
William Jolly Bridge,443,219155,66.1243,"LINESTRING(153.0419316 -27.4254318,153.041964 -27.4248721)",9.8813703,0.6533986941282901
William Jolly Bridge,542,5107,37.04489,"LINESTRING(153.044146 -27.4198039,153.0442879 -27.4194945)",9.8813703,0.36605427581276706
William Jolly Bridge,699,824,5.57713,"LINESTRING(153.0604212 -27.4162561,153.0603655 -27.4162482)",9.8813703,0.055109686741239006
William Jolly Bridge,793,9253,50.57726,"LINESTRING(153.0486474 -27.4160529,153.0481396 -27.4160325)",9.8813703,0.49977263481937806
William Jolly Bridge,802,806,211.57052,"LINESTRING(153.0446695 -27.4185925,153.0458747 -27.4171043)",9.8813703,2.090606652683556
William Jolly Bridge,806,542,106.83645,"LINESTRING(153.0442879 -27.4194945,153.0446695 -27.4185925)",9.8813703,1.055690523987435
William Jolly Bridge,824,36721,93.70443,"LINESTRING(153.0603655 -27.4162482,153.0594299 -27.4161141)",9.8813703,0.9259281715804291
William Jolly Bridge,834,836,101.53778,"LINESTRING(153.0623871 -27.4165324,153.0613728 -27.4163898)",9.8813703,1.003332403619934
William Jolly Bridge,836,699,95.25977,"LINESTRING(153.0613728 -27.4163898,153.0604212 -27.4162561)",9.8813703,0.9412970620628311
William Jolly Bridge,838,1125,26.32686,"LINESTRING(153.0646062 -27.4154896,153.0645078 -27.4157046)",9.8813703,0.26014545249625803
William Jolly Bridge,1122,838,78.00024,"LINESTRING(153.0647188 -27.4147929,153.0646062 -27.4154896)",9.8813703,0.770749254928872
William Jolly Bridge,1125,106197,177.82217,"LINESTRING(153.0645078 -27.4157046,153.0627373 -27.415445)",9.8813703,1.757126709319551
William Jolly Bridge,4198,245470,8.34575,"LINESTRING(153.0146266 -27.4662005,153.0146283 -27.4662758)",9.8813703,0.08246744618122501
William Jolly Bridge,4457,114585,43.04929,"LINESTRING(153.0569797 -27.4173868,153.0573338 -27.4171608)",9.8813703,0.42538597564208697
William Jolly Bridge,4458,4463,69.81703,"LINESTRING(153.0557281 -27.4169664,153.0563401 -27.4172787)",9.8813703,0.689887926676209
William Jolly Bridge,4459,4458,45.83589,"LINESTRING(153.0563401 -27.4172787,153.0566927 -27.4175472)",9.8813703,0.452921402120067
William Jolly Bridge,4460,9405,26.11961,"LINESTRING(153.052214 -27.4165626,153.0522547 -27.4163297)",9.8813703,0.258097538501583
William Jolly Bridge,4461,4460,219.97135,"LINESTRING(153.0522547 -27.4163297,153.0544495 -27.4166529)",9.8813703,2.1736183647409053
William Jolly Bridge,4463,4461,132.26157,"LINESTRING(153.0544495 -27.4166529,153.0557281 -27.4169664)",9.8813703,1.306925549629371
William Jolly Bridge,5107,104098,162.00322,"LINESTRING(153.044146 -27.4198039,153.0433148 -27.4208408)",9.8813703,1.600813806612366
William Jolly Bridge,5148,802,122.95568,"LINESTRING(153.0458747 -27.4171043,153.0470077 -27.4166472)",9.8813703,1.214970604568304
William Jolly Bridge,5149,5148,114.48694,"LINESTRING(153.0470077 -27.4166472,153.0480837 -27.4163049)",9.8813703,1.1312878486538822
William Jolly Bridge,5281,40950,50.56694,"LINESTRING(153.038786616171 -27.4300212237107,153.0389177 -27.4297069)",9.8813703,0.49967065907788205
William Jolly Bridge,6759,296558,6.77272,"LINESTRING(153.0286436 -27.4506224,153.028708269648 -27.4506392405428)",9.8813703,0.06692375425821599
William Jolly Bridge,6763,58463,4.98583,"LINESTRING(153.028743234793 -27.4506330006202,153.028786047889 -27.4506099232028)",9.8813703,0.049266832482849
William Jolly Bridge,6822,121292,106.33645,"LINESTRING(153.0274749 -27.4503755,153.026416 -27.4505087)",9.8813703,1.050749838837435
William Jolly Bridge,8208,218953,107.45447,"LINESTRING(153.0368346 -27.4348761,153.0374728 -27.4340919)",9.8813703,1.061797408460241
William Jolly Bridge,8221,8208,130.66922,"LINESTRING(153.0374728 -27.4340919,153.03817 -27.4331037)",9.8813703,1.291190949632166
William Jolly Bridge,8265,8221,295.91722,"LINESTRING(153.03817 -27.4331037,153.0386972 -27.4304795)",9.8813703,2.924067628966566
William Jolly Bridge,9253,5149,30.69336,"LINESTRING(153.0480837 -27.4163049,153.0481396 -27.4160325)",9.8813703,0.303292455911208
William Jolly Bridge,9405,106599,102.79946,"LINESTRING(153.052214 -27.4165626,153.0511862 -27.4164234)",9.8813703,1.015799530900038
William Jolly Bridge,9417,51505,49.62157,"LINESTRING(153.0154238 -27.459504,153.0152648 -27.4599216)",9.8813703,0.490329108037371
William Jolly Bridge,10689,104097,13.09793,"LINESTRING(153.0429613 -27.4208009,153.0428316 -27.4207769)",9.8813703,0.129425496493479
William Jolly Bridge,10727,114581,15.4295,"LINESTRING(153.0583524 -27.4161062,153.0583732 -27.4159682)",9.8813703,0.15246460304385
William Jolly Bridge,10813,9417,78.54393,"LINESTRING(153.015750889298 -27.4588664486291,153.0154238 -27.459504)",9.8813703,0.776121657147279
William Jolly Bridge,10817,236644,8.82875,"LINESTRING(153.0160654 -27.4658428,153.0160595 -27.4657633)",9.8813703,0.087240148036125
William Jolly Bridge,10837,236721,373.71813,"LINESTRING(153.0155413 -27.4635272,153.014886346789 -27.4602128728087)",9.8813703,3.692847230353539
William Jolly Bridge,19599,287295,8.64935,"LINESTRING(153.0065644 -27.4783517,153.0065011 -27.4784056)",9.8813703,0.085467430204305
William Jolly Bridge,19605,288266,6.34604,"LINESTRING(153.005331 -27.4802476,153.0053694 -27.4802017)",9.8813703,0.062707571178612
William Jolly Bridge,33132,10813,319.13468,"LINESTRING(153.0187336141 -27.4579736371856,153.015750889298 -27.4588664486291)",9.8813703,3.153487948652004
William Jolly Bridge,33135,33139,11.01682,"LINESTRING(153.018554141643 -27.4568044812826,153.018534756206 -27.4569023858833)",9.8813703,0.108861277948446
William Jolly Bridge,33136,33137,14.34523,"LINESTRING(153.01851071137 -27.4570646475766,153.018512085711 -27.457194098799)",9.8813703,0.14175052966866902
William Jolly Bridge,33137,33143,11.01783,"LINESTRING(153.018512085711 -27.457194098799,153.018513141272 -27.4572935236081)",9.8813703,0.108871258132449
William Jolly Bridge,33139,33136,18.1924,"LINESTRING(153.018534756206 -27.4569023858833,153.01851071137 -27.4570646475766)",9.8813703,0.17976584104572002
William Jolly Bridge,33143,33132,90.79912,"LINESTRING(153.018513141272 -27.4572935236081,153.0187336141 -27.4579736371856)",9.8813703,0.897219727634136
William Jolly Bridge,36314,38571,129.52697,"LINESTRING(153.0424547 -27.4221463,153.0427158 -27.4210015)",9.8813703,1.2799039544069912
William Jolly Bridge,36721,282415,17.80359,"LINESTRING(153.0592923 -27.4160962,153.0594299 -27.4161141)",9.8813703,0.17592386545937702
William Jolly Bridge,36725,834,7.38826,"LINESTRING(153.0624609 -27.4165428,153.0623871 -27.4165324)",9.8813703,0.073006132932678
William Jolly Bridge,38571,231519,43.25345,"LINESTRING(153.0423598 -27.422527,153.0424547 -27.4221463)",9.8813703,0.427403356202535
William Jolly Bridge,40950,8265,51.5864,"LINESTRING(153.0386972 -27.4304795,153.038786616171 -27.4300212237107)",9.8813703,0.50974432084392
William Jolly Bridge,40973,40974,32.67409,"LINESTRING(153.0370666 -27.4381344,153.0372817 -27.4379163)",9.8813703,0.322864782505527
William Jolly Bridge,40974,419,314.74992,"LINESTRING(153.0348126 -27.440094,153.0370666 -27.4381344)",9.8813703,3.110160511415376
William Jolly Bridge,44775,94415,47.6825,"LINESTRING(153.0308309 -27.4480819,153.0304318 -27.4481117)",9.8813703,0.47116843932975
William Jolly Bridge,51505,51542,3.80535,"LINESTRING(153.015269442603 -27.4599556903208,153.0152648 -27.4599216)",9.8813703,0.037602072471105
William Jolly Bridge,51542,51546,7.08365,"LINESTRING(153.015278084808 -27.4600191494386,153.015269442603 -27.4599556903208)",9.8813703,0.069996168725595
William Jolly Bridge,51546,51557,12.57392,"LINESTRING(153.015293425251 -27.460131793271,153.015278084808 -27.4600191494386)",9.8813703,0.124247559642576
William Jolly Bridge,51551,236648,33.90625,"LINESTRING(153.0149863 -27.4601293,153.015306602098 -27.4602281791868)",9.8813703,0.335040211734375
William Jolly Bridge,51555,51551,4.8552,"LINESTRING(153.015306602098 -27.4602281791868,153.015300628895 -27.4601846891343)",9.8813703,0.04797602908056
William Jolly Bridge,51557,51555,5.90453,"LINESTRING(153.015300628895 -27.4601846891343,153.015293425251 -27.460131793271)",9.8813703,0.058344847377459
William Jolly Bridge,58457,6822,6.96747,"LINESTRING(153.0275452 -27.450371,153.0274749 -27.4503755)",9.8813703,0.068848151124141
William Jolly Bridge,58463,6759,3.54642,"LINESTRING(153.028708269648 -27.4506392405428,153.028743234793 -27.4506330006202)",9.8813703,0.035043489259326
William Jolly Bridge,58473,6763,8.431,"LINESTRING(153.028786047889 -27.4506099232028,153.028850518412 -27.4505601148721)",9.8813703,0.08330983299929999
William Jolly Bridge,58501,236640,8.21405,"LINESTRING(153.015941 -27.4655158,153.015929219143 -27.4654424232186)",9.8813703,0.081166069712715
William Jolly Bridge,58509,245464,34.90389,"LINESTRING(153.014623 -27.4660384,153.0149751 -27.4660144)",9.8813703,0.344898262000467
William Jolly Bridge,58513,245099,6.1464,"LINESTRING(153.014674 -27.4665692,153.014644 -27.4665229)",9.8813703,0.06073485441192
William Jolly Bridge,58519,240645,5.78086,"LINESTRING(153.0151461 -27.4672342,153.0151273 -27.4671848)",9.8813703,0.057122818312457996
William Jolly Bridge,58522,58543,12.78895,"LINESTRING(153.0145556 -27.4664567,153.014566 -27.4663424)",9.8813703,0.126372350698185
William Jolly Bridge,58523,245469,2.91216,"LINESTRING(153.0145243 -27.4663145,153.0145515 -27.4663044)",9.8813703,0.028776131332848003
William Jolly Bridge,58543,58513,11.62818,"LINESTRING(153.014644 -27.4665229,153.0145556 -27.4664567)",9.8813703,0.11490235249505401
William Jolly Bridge,94408,44775,1.70408,"LINESTRING(153.0308347 -27.4480669,153.0308309 -27.4480819)",9.8813703,0.016838645500824
William Jolly Bridge,94410,94411,74.49182,"LINESTRING(153.0311172 -27.4467972,153.0310031 -27.4473548)",9.8813703,0.736081257740946
William Jolly Bridge,94411,94408,80.75694,"LINESTRING(153.0310031 -27.4473548,153.0308347 -27.4480669)",9.8813703,0.7979892284348821
William Jolly Bridge,94415,94417,16.21254,"LINESTRING(153.0304318 -27.4481117,153.0303066 -27.4482062)",9.8813703,0.160202111243562
William Jolly Bridge,94417,204497,67.55481,"LINESTRING(153.0303066 -27.4482062,153.0300773 -27.4487778)",9.8813703,0.6675340931561431
William Jolly Bridge,94431,204006,88.27524,"LINESTRING(153.0260207 -27.4504905,153.0251622 -27.4506339)",9.8813703,0.8722803347613719
William Jolly Bridge,95631,314937,10.26103,"LINESTRING(153.0094592 -27.4757731,153.0093828 -27.4758358)",9.8813703,0.101393037089409
William Jolly Bridge,104074,104093,1.13478,"LINESTRING(153.0430836 -27.4207048,153.0430725 -27.4207022)",9.8813703,0.011213181389034
William Jolly Bridge,104075,104074,8.78331,"LINESTRING(153.0430836 -27.4207048,153.043169 -27.4207266)",9.8813703,0.086791138569693
William Jolly Bridge,104077,104075,13.472,"LINESTRING(153.043169 -27.4207266,153.0433 -27.42076)",9.8813703,0.1331218206816
William Jolly Bridge,104093,10689,20.4767,"LINESTRING(153.0430725 -27.4207022,153.0429613 -27.4208009)",9.8813703,0.20233785522201
William Jolly Bridge,104097,36314,27.5841,"LINESTRING(153.0427158 -27.4210015,153.0428316 -27.4207769)",9.8813703,0.27256870649223003
William Jolly Bridge,104098,104077,11.19383,"LINESTRING(153.0433148 -27.4208408,153.0433 -27.42076)",9.8813703,0.110610379305249
William Jolly Bridge,104103,231500,77.9366,"LINESTRING(153.0392682 -27.4296296,153.0397919 -27.4291058)",9.8813703,0.77012040452298
William Jolly Bridge,106195,36725,116.56846,"LINESTRING(153.0624609 -27.4165428,153.0626447 -27.4155037)",9.8813703,1.151856118560738
William Jolly Bridge,106197,106195,12.2779,"LINESTRING(153.0627373 -27.415445,153.0626447 -27.4155037)",9.8813703,0.12132247640637002
William Jolly Bridge,106599,793,254.38864,"LINESTRING(153.0511862 -27.4164234,153.0486474 -27.4160529)",9.8813703,2.513708351953392
William Jolly Bridge,109469,218959,130.14944,"LINESTRING(153.0366322 -27.4361143,153.0368148 -27.4350088)",9.8813703,1.2860548109776322
William Jolly Bridge,111217,146127,205.44718,"LINESTRING(153.015603063448 -27.4695685754575,153.015270618622 -27.4677384089776)",9.8813703,2.030099662670754
William Jolly Bridge,114520,114582,10.16485,"LINESTRING(153.0567634 -27.4175077,153.0568503 -27.4174587)",9.8813703,0.100442646893955
William Jolly Bridge,114581,4457,161.60328,"LINESTRING(153.0573338 -27.4171608,153.0583524 -27.4161062)",9.8813703,1.5968618513745843
William Jolly Bridge,114582,4459,8.24835,"LINESTRING(153.0566927 -27.4175472,153.0567634 -27.4175077)",9.8813703,0.081505000714005
William Jolly Bridge,114585,114520,15.07349,"LINESTRING(153.0568503 -27.4174587,153.0569797 -27.4173868)",9.8813703,0.14894673640334702
William Jolly Bridge,120235,125715,8.00316,"LINESTRING(153.012991799862 -27.4707084041342,153.012926294966 -27.4707508597842)",9.8813703,0.079082187530148
William Jolly Bridge,120705,155183,10.82033,"LINESTRING(153.032608167738 -27.4440762583368,153.032601201094 -27.4441736568081)",9.8813703,0.106919687498199
William Jolly Bridge,120775,204490,34.7109,"LINESTRING(153.031819105927 -27.4455679865634,153.031551054802 -27.4457702960515)",9.8813703,0.34299125634627003
