location_desc,i_node,j_node,length_metres,WKT,demand,person_km
Story Bridge Eastern-side,36,218288,20.11997,"LINESTRING(153.034295 -27.4712268,153.0342821 -27.4714078)",37.272644045999996,0.7499244800261985
Story Bridge Eastern-side,629,206451,23.11702,"LINESTRING(153.084580242832 -27.4129734461971,153.084477240305 -27.4131607214143)",8.258651489,0.19091541164424278
Story Bridge Eastern-side,639,48585,163.37466,"LINESTRING(153.1026691 -27.4056803,153.1013762 -27.4065923)",8.258651489,1.3492543790738687
Story Bridge Eastern-side,673,48589,153.00431,"LINESTRING(153.0918696 -27.4144399,153.0907471 -27.4153899)",8.258651489,1.2636092726049177
Story Bridge Eastern-side,811,846,38.18177,"LINESTRING(153.0640134 -27.419031,153.0639572 -27.4193719)",12.5898819,0.48070397503296297
Story Bridge Eastern-side,815,811,85.62196,"LINESTRING(153.0641429 -27.418267,153.0640134 -27.419031)",12.5898819,1.077970364446524
Story Bridge Eastern-side,838,1125,26.32686,"LINESTRING(153.0646062 -27.4154896,153.0645078 -27.4157046)",12.5898819,0.331452058197834
Story Bridge Eastern-side,846,883,92.14812,"LINESTRING(153.0639572 -27.4193719,153.0638221 -27.4201947)",12.5898819,1.160133948107028
Story Bridge Eastern-side,865,1080,31.46921,"LINESTRING(153.0635865 -27.4216679,153.0635436 -27.4219493)",12.5898819,0.396193637386299
Story Bridge Eastern-side,873,4787,179.84427,"LINESTRING(153.0632653 -27.4236432,153.0630098 -27.4252501)",12.5898819,2.264218119691713
Story Bridge Eastern-side,875,48527,20.03765,"LINESTRING(153.0633609 -27.4231275,153.0633278 -27.4233059)",12.5898819,0.252271647053535
Story Bridge Eastern-side,883,12342,85.48266,"LINESTRING(153.0638221 -27.4201947,153.0637 -27.4209584)",12.5898819,1.076216593897854
Story Bridge Eastern-side,904,941,224.37465,"LINESTRING(153.072205 -27.4284337,153.0719212 -27.4304426)",8.258651489,1.853032037316354
Story Bridge Eastern-side,909,4821,362.8962,"LINESTRING(153.0621152 -27.4306972,153.0615798 -27.4339371)",12.5898819,4.56882029995878
Story Bridge Eastern-side,916,305799,22.4225,"LINESTRING(153.0717812 -27.4316169,153.0717328 -27.4318139)",8.258651489,0.18517961301210248
Story Bridge Eastern-side,928,961,41.96643,"LINESTRING(153.071369 -27.4340626,153.0714379 -27.4336889)",8.258651489,0.34658611960751434
Story Bridge Eastern-side,941,48519,47.51941,"LINESTRING(153.0719212 -27.4304426,153.0718901 -27.430867)",8.258651489,0.39244624615290147
Story Bridge Eastern-side,942,943,79.71486,"LINESTRING(153.0726678 -27.4256298,153.0725503 -27.4263415)",8.258651489,0.6583372472344265
Story Bridge Eastern-side,943,904,234.33781,"LINESTRING(153.0725503 -27.4263415,153.072205 -27.4284337)",8.258651489,1.935314303485499
