location_desc,i_node,j_node,length_metres,WKT,demand,person_km
Victoria Bridge SE-side,292,8662,53.10345,"LINESTRING(153.0313874 -27.4573562,153.0315551 -27.4578037)",7.335732422,0.3895526998850559
Victoria Bridge SE-side,4113,4185,129.98725,"LINESTRING(153.0308269 -27.4590163,153.0318303 -27.4597745)",7.335732422,0.9535516842716195
Victoria Bridge SE-side,4113,93836,93.63171,"LINESTRING(153.0318303 -27.4597745,153.0321707 -27.4590104)",15.43728735,1.4454196123418683
Victoria Bridge SE-side,4185,10166,63.41218,"LINESTRING(153.0311555 -27.4585272,153.0308269 -27.4590163)",7.335732422,0.46517478477569996
Victoria Bridge SE-side,5397,300425,9.26287,"LINESTRING(153.0124226 -27.4794264,153.0124033 -27.4795082)",15.43728735,0.1429935858756945
Victoria Bridge SE-side,5551,195139,6.317,"LINESTRING(153.0300153 -27.4670329,153.0300775 -27.467046)",22.773019772,0.14385716589972403
Victoria Bridge SE-side,5555,258520,7.29876,"LINESTRING(153.0294164 -27.4676757,153.0294646 -27.4677256)",31.675720334,0.23119348054498584
Victoria Bridge SE-side,8662,8691,9.70743,"LINESTRING(153.0312922 -27.4573347,153.0313874 -27.4573562)",7.335732422,0.07121110898529548
Victoria Bridge SE-side,8690,292,13.14697,"LINESTRING(153.0315551 -27.4578037,153.0315109 -27.4579156)",7.335732422,0.09644265408006134
Victoria Bridge SE-side,8691,8693,102.47629,"LINESTRING(153.0312922 -27.4573347,153.0314934 -27.4564279)",7.335732422,0.7517386430392745
Victoria Bridge SE-side,8693,30501110619,34.32607935,"LINESTRING(153.031381033645 -27.4567210057646,153.0314934 -27.4564279)",7.335732422,0.25180693320793973
Victoria Bridge SE-side,10166,105749,71.1892,"LINESTRING(153.0314827 -27.4579655,153.0311555 -27.4585272)",7.335732422,0.5222249225362424
Victoria Bridge SE-side,10189,10322,39.8638,"LINESTRING(153.0319582 -27.4602712,153.0319072 -27.4599348)",22.773019772,0.9078191055870536
Victoria Bridge SE-side,10201,4113,11.16185,"LINESTRING(153.0318303 -27.4597745,153.0319134 -27.4598427)",22.773019772,0.2541890307420982
Victoria Bridge SE-side,10322,10201,10.22406,"LINESTRING(153.0319072 -27.4599348,153.0319134 -27.4598427)",22.773019772,0.23283272053011433
Victoria Bridge SE-side,12541,320333,8.6963,"LINESTRING(153.0136658 -27.4766671,153.0137411 -27.4766265)",42.923333982,0.37327418930766665
Victoria Bridge SE-side,13631,300746,11.0655,"LINESTRING(153.0128897 -27.4772622,153.0128631 -27.4773592)",42.923333982,0.47496815217782107
Victoria Bridge SE-side,13671,302138,8.38545,"LINESTRING(153.0146956 -27.476094,153.0146248 -27.4761357)",42.923333982,0.35993147093936195
