i_node,j_node,origin_zone,dest_zone,demand,segment_num,cost_minutes,length_metres,edge_type,WKT,od_pair,location_desc
30503112103,40675,30503112103,30501111014,6.306274689,1,0.0,35.69781448,connector,"LINESTRING(153.060022439141 -27.4327642420236,153.060258 -27.4325201)",30503112103_30501111014,Victoria Bridge SE-side
40675,40666,30503112103,30501111014,6.306274689,2,0.15940491,53.13497,network,"LINESTRING(153.060787 -27.4326046,153.060258 -27.4325201)",30503112103_30501111014,Victoria Bridge SE-side
40666,40668,30503112103,30501111014,6.306274689,3,0.39688878,132.29626,network,"LINESTRING(153.0609801 -27.4314232,153.060787 -27.4326046)",30503112103_30501111014,Victoria Bridge SE-side
40668,40677,30503112103,30501111014,6.306274689,4,0.40928544,136.42848,network,"LINESTRING(153.0609801 -27.4314232,153.0596158 -27.431239)",30503112103_30501111014,Victoria Bridge SE-side
40677,39343,30503112103,30501111014,6.306274689,5,0.77905431,259.68477,network,"LINESTRING(153.0596158 -27.431239,153.0583574 -27.4325185)",30503112103_30501111014,Victoria Bridge SE-side
39343,39345,30503112103,30501111014,6.306274689,6,0.12324231,41.08077,network,"LINESTRING(153.0583574 -27.4325185,153.0582963 -27.4328852)",30503112103_30501111014,Victoria Bridge SE-side
39345,4816,30503112103,30501111014,6.306274689,7,0.19196844,63.98948,network,"LINESTRING(153.0582963 -27.4328852,153.0582012 -27.4334564)",30503112103_30501111014,Victoria Bridge SE-side
4816,39346,30503112103,30501111014,6.306274689,8,0.10781811,35.93937,network,"LINESTRING(153.0582012 -27.4334564,153.0581477 -27.4337772)",30503112103_30501111014,Victoria Bridge SE-side
39346,29596,30503112103,30501111014,6.306274689,9,0.28580244,95.26748,network,"LINESTRING(153.0581477 -27.4337772,153.0571939 -27.4336552)",30503112103_30501111014,Victoria Bridge SE-side
29596,29597,30503112103,30501111014,6.306274689,10,0.36349917,121.16639,network,"LINESTRING(153.0571939 -27.4336552,153.0570058 -27.4347357)",30503112103_30501111014,Victoria Bridge SE-side
29597,29599,30503112103,30501111014,6.306274689,11,0.49254654,164.18218,network,"LINESTRING(153.0570058 -27.4347357,153.0567628 -27.4362014)",30503112103_30501111014,Victoria Bridge SE-side
29599,29601,30503112103,30501111014,6.306274689,12,0.27665244,92.21748,network,"LINESTRING(153.0567628 -27.4362014,153.0567304 -27.4370299)",30503112103_30501111014,Victoria Bridge SE-side
29601,29605,30503112103,30501111014,6.306274689,13,0.80019504,266.73168,network,"LINESTRING(153.0567304 -27.4370299,153.0556 -27.4384708)",30503112103_30501111014,Victoria Bridge SE-side
29605,29607,30503112103,30501111014,6.306274689,14,0.11373477,37.91159,network,"LINESTRING(153.0556 -27.4384708,153.0554318 -27.438764)",30503112103_30501111014,Victoria Bridge SE-side
29607,29602,30503112103,30501111014,6.306274689,15,0.09367341,31.22447,network,"LINESTRING(153.0554318 -27.438764,153.0554115 -27.4390452)",30503112103_30501111014,Victoria Bridge SE-side
29602,107656,30503112103,30501111014,6.306274689,16,0.020705355,7.66865,network,"LINESTRING(153.0553347 -27.4390549,153.0554115 -27.4390452)",30503112103_30501111014,Victoria Bridge SE-side
107656,332652,30503112103,30501111014,6.306274689,17,0.032635818,12.08734,network,"LINESTRING(153.05523 -27.4391017,153.0553347 -27.4390549)",30503112103_30501111014,Victoria Bridge SE-side
332652,8078,30503112103,30501111014,6.306274689,18,0.018107982,6.70666,network,"LINESTRING(153.0552319 -27.4391622,153.05523 -27.4391017)",30503112103_30501111014,Victoria Bridge SE-side
8078,106957,30503112103,30501111014,6.306274689,19,0.057679992,21.36296,network,"LINESTRING(153.0551445 -27.4392869,153.0552319 -27.4391622)",30503112103_30501111014,Victoria Bridge SE-side
106957,106956,30503112103,30501111014,6.306274689,20,0.043182396,15.99348,network,"LINESTRING(153.0551479 -27.4394312,153.0551445 -27.4392869)",30503112103_30501111014,Victoria Bridge SE-side
106956,113149,30503112103,30501111014,6.306274689,21,0.747280008,415.15556,network,"LINESTRING(153.0510483 -27.440047,153.0551479 -27.4394312)",30503112103_30501111014,Victoria Bridge SE-side
113149,107689,30503112103,30501111014,6.306274689,22,0.029211462,16.22859,network,"LINESTRING(153.0508848 -27.44006,153.0510483 -27.440047)",30503112103_30501111014,Victoria Bridge SE-side
107689,113145,30503112103,30501111014,6.306274689,23,0.250555464,139.19748,network,"LINESTRING(153.049493 -27.440118,153.0508848 -27.44006)",30503112103_30501111014,Victoria Bridge SE-side
113145,107698,30503112103,30501111014,6.306274689,24,0.034072308,18.92906,network,"LINESTRING(153.0493182 -27.4401877,153.049493 -27.440118)",30503112103_30501111014,Victoria Bridge SE-side
107698,107677,30503112103,30501111014,6.306274689,25,0.270426708,150.23706,network,"LINESTRING(153.048194 -27.441094,153.0493182 -27.4401877)",30503112103_30501111014,Victoria Bridge SE-side
107677,113140,30503112103,30501111014,6.306274689,26,0.197004204,109.44678,network,"LINESTRING(153.0472531 -27.4415718,153.048194 -27.441094)",30503112103_30501111014,Victoria Bridge SE-side
113140,41110,30503112103,30501111014,6.306274689,27,0.121145436,67.30302,network,"LINESTRING(153.0465829 -27.4414973,153.0472531 -27.4415718)",30503112103_30501111014,Victoria Bridge SE-side
41110,155097,30503112103,30501111014,6.306274689,28,0.016631388,9.23966,network,"LINESTRING(153.0464931 -27.4414742,153.0465829 -27.4414973)",30503112103_30501111014,Victoria Bridge SE-side
155097,155096,30503112103,30501111014,6.306274689,29,0.08197164,45.5398,network,"LINESTRING(153.046044695492 -27.4413807971256,153.0464931 -27.4414742)",30503112103_30501111014,Victoria Bridge SE-side
155096,155099,30503112103,30501111014,6.306274689,30,0.12550662,69.7259,network,"LINESTRING(153.045524185619 -27.4417759762454,153.046044695492 -27.4413807971256)",30503112103_30501111014,Victoria Bridge SE-side
155099,155098,30503112103,30501111014,6.306274689,31,0.00201573,1.11985,network,"LINESTRING(153.0455165 -27.4417834,153.045524185619 -27.4417759762454)",30503112103_30501111014,Victoria Bridge SE-side
155098,160029,30503112103,30501111014,6.306274689,32,0.036891342,20.49519,network,"LINESTRING(153.0453826 -27.4419246,153.0455165 -27.4417834)",30503112103_30501111014,Victoria Bridge SE-side
160029,160028,30503112103,30501111014,6.306274689,33,0.016466112,9.14784,network,"LINESTRING(153.0453205 -27.4419858,153.0453826 -27.4419246)",30503112103_30501111014,Victoria Bridge SE-side
160028,220143,30503112103,30501111014,6.306274689,34,0.273214764,151.78598,network,"LINESTRING(153.0453205 -27.4419858,153.0443974 -27.443)",30503112103_30501111014,Victoria Bridge SE-side
220143,105671,30503112103,30501111014,6.306274689,35,0.026409024,14.67168,network,"LINESTRING(153.0443974 -27.443,153.0445198 -27.4430702)",30503112103_30501111014,Victoria Bridge SE-side
105671,105651,30503112103,30501111014,6.306274689,36,0.225839466,125.46637,network,"LINESTRING(153.0445198 -27.4430702,153.0457675 -27.4431958)",30503112103_30501111014,Victoria Bridge SE-side
105651,220133,30503112103,30501111014,6.306274689,37,0.126407088,70.22616,network,"LINESTRING(153.0457675 -27.4431958,153.0464671 -27.4432991)",30503112103_30501111014,Victoria Bridge SE-side
220133,220118,30503112103,30501111014,6.306274689,38,0.015806196,8.78122,network,"LINESTRING(153.0464671 -27.4432991,153.0465174 -27.4433623)",30503112103_30501111014,Victoria Bridge SE-side
220118,220119,30503112103,30501111014,6.306274689,39,0.022195674,12.33093,network,"LINESTRING(153.0465174 -27.4433623,153.0465663 -27.4434634)",30503112103_30501111014,Victoria Bridge SE-side
