location_desc,i_node,j_node,length_metres,WKT,demand,person_km
Story Bridge Western-side,18,24704,29.04355,"LINESTRING(153.0247941 -27.460886,153.0245055 -27.4608368)",18.599696839,0.5402012251283385
Story Bridge Western-side,36,218288,20.11997,"LINESTRING(153.034295 -27.4712268,153.0342821 -27.4714078)",48.651647434,0.9788696868226568
Story Bridge Western-side,94,95,60.32716,"LINESTRING(153.0341123 -27.4626849,153.034582 -27.4623971)",31.430714294999998,1.896125730188752
Story Bridge Western-side,95,241347,2.65077,"LINESTRING(153.034582 -27.4623971,153.0345847 -27.4623733)",31.430714294999998,0.08331559453175715
Story Bridge Western-side,115,117,10.85624,"LINESTRING(153.0183392 -27.4606364,153.018439 -27.4605955)",18.599696839,0.20192277281142534
Story Bridge Western-side,117,97311,88.96434,"LINESTRING(153.018439 -27.4605955,153.0188516 -27.4598859)",18.599696839,1.6547097534817212
Story Bridge Western-side,133,22294,98.32682,"LINESTRING(153.0272863 -27.4573954,153.0279041 -27.456709)",9.8813703,0.971603718841446
Story Bridge Western-side,136,137,216.77518,"LINESTRING(153.0286618 -27.4560664,153.0303106 -27.4573562)",72.37679898100001,15.689493626930094
Story Bridge Western-side,137,22293,57.63947,"LINESTRING(153.0299316 -27.4577515,153.0303106 -27.4573562)",72.37679898100001,4.171760333561381
Story Bridge Western-side,205,22290,75.55122,"LINESTRING(153.0290378 -27.4549356,153.0287476 -27.455544)",72.37679898100001,5.468155462709308
Story Bridge Western-side,213,302309,9.33226,"LINESTRING(153.0289911 -27.4527043,153.028959 -27.4526251)",72.37679898100001,0.6754391060584272
Story Bridge Western-side,218,4185,84.85383,"LINESTRING(153.0301709 -27.4585224,153.0308269 -27.4590163)",72.37679898100001,6.141448596677948
Story Bridge Western-side,220,221,143.59832,"LINESTRING(153.0270128 -27.4556461,153.0281093 -27.456496)",9.8813703,1.418948174377896
Story Bridge Western-side,221,133,31.1213,"LINESTRING(153.0279041 -27.456709,153.0281093 -27.456496)",9.8813703,0.30752108951739004
Story Bridge Western-side,223,220,11.81043,"LINESTRING(153.0269229 -27.4555759,153.0270128 -27.4556461)",9.8813703,0.116703232232229
Story Bridge Western-side,232,233,29.52656,"LINESTRING(153.0306159 -27.4598473,153.030854 -27.4600082)",9.8813703,0.291762873045168
Story Bridge Western-side,233,235,106.70228,"LINESTRING(153.030854 -27.4600082,153.0316812 -27.4606225)",9.8813703,1.054364740534284
Story Bridge Western-side,235,10189,48.0162,"LINESTRING(153.0316812 -27.4606225,153.0319582 -27.4602712)",9.8813703,0.47446585259886
Story Bridge Western-side,236,237,115.14984,"LINESTRING(153.029093 -27.4586381,153.0299487 -27.4593432)",9.8813703,1.1378382090257522
Story Bridge Western-side,237,232,86.42865,"LINESTRING(153.0299487 -27.4593432,153.0306159 -27.4598473)",9.8813703,0.8540334951790951
Story Bridge Western-side,245,18,96.68889,"LINESTRING(153.0245055 -27.4608368,153.0235381 -27.4607077)",18.599696839,1.7983840416994188
Story Bridge Western-side,262,24665,48.65381,"LINESTRING(153.0308372 -27.4617967,153.0303498 -27.4617361)",18.599696839,0.9049461160623066
Story Bridge Western-side,274,24685,85.06015,"LINESTRING(153.0285216 -27.4614502,153.0276716 -27.4613305)",18.599696839,1.5820930030798657
Story Bridge Western-side,276,24702,92.92168,"LINESTRING(153.0261378 -27.4610972,153.0252103 -27.4609606)",18.599696839,1.7283150777705694
Story Bridge Western-side,286,193719,16.40701,"LINESTRING(153.0216041 -27.4604181,153.0214405 -27.4603931)",18.599696839,0.30516541203444136
Story Bridge Western-side,297,274,45.29525,"LINESTRING(153.0276716 -27.4613305,153.0272199 -27.4612617)",18.599696839,0.8424779182467148
