location_desc,i_node,j_node,length_metres,WKT,demand,person_km
Eleanor Schonell Bridge (UQ Green Bridge),36,218288,20.11997,"LINESTRING(153.034295 -27.4712268,153.0342821 -27.4714078)",20.72612836,0.4170090808193492
Eleanor Schonell Bridge (UQ Green Bridge),353,204465,0.0,"LINESTRING(153.032075606839 -27.4446016128868,153.032075606839 -27.4446016128869)",12.5898819,0.0
Eleanor Schonell Bridge (UQ Green Bridge),359,353,9.5778,"LINESTRING(153.032161226909 -27.4445612431755,153.032075606839 -27.4446016128868)",12.5898819,0.12058337086181999
Eleanor Schonell Bridge (UQ Green Bridge),419,215511,155.32097,"LINESTRING(153.0337021 -27.4410695,153.0348126 -27.440094)",12.5898819,1.9554726688934427
Eleanor Schonell Bridge (UQ Green Bridge),443,219155,66.1243,"LINESTRING(153.0419316 -27.4254318,153.041964 -27.4248721)",12.5898819,0.8324971277201701
Eleanor Schonell Bridge (UQ Green Bridge),684,4865,101.39499,"LINESTRING(153.0470861 -27.4083483,153.04721 -27.4074409)",12.5898819,1.2765509493516811
Eleanor Schonell Bridge (UQ Green Bridge),2226,6145,52.1679,"LINESTRING(152.987016 -27.490761,152.9870854 -27.490297)",8.746172119,0.45626943248678015
Eleanor Schonell Bridge (UQ Green Bridge),2239,100143,15.82395,"LINESTRING(152.9918152 -27.4929721,152.9919152 -27.4928737)",8.746172119,0.13839899030245006
Eleanor Schonell Bridge (UQ Green Bridge),2241,144427,112.97971,"LINESTRING(152.9870382 -27.491052,152.9869295 -27.4920372)",8.746172119,0.9881399896147055
Eleanor Schonell Bridge (UQ Green Bridge),2246,252768,243.90175,"LINESTRING(152.986903 -27.4921194,152.9893319 -27.4924756)",8.746172119,2.1332066856253085
Eleanor Schonell Bridge (UQ Green Bridge),2716,2724,60.36923,"LINESTRING(152.9906552 -27.5106931,152.9912213 -27.5104881)",1.62242791,0.09794472365720931
Eleanor Schonell Bridge (UQ Green Bridge),2717,2716,9.61624,"LINESTRING(152.9906552 -27.5106931,152.9906295 -27.5106094)",1.62242791,0.015601656165258401
Eleanor Schonell Bridge (UQ Green Bridge),2724,2743,13.92558,"LINESTRING(152.9912213 -27.5104881,152.9912747 -27.5106044)",1.62242791,0.0225932496549378
Eleanor Schonell Bridge (UQ Green Bridge),2736,169159,22.07895,"LINESTRING(152.99505 -27.5101434,152.9950414 -27.5103425)",1.62242791,0.0358215047034945
