i_node,j_node,origin_zone,dest_zone,demand,segment_num,cost_minutes,length_metres,edge_type,WKT,od_pair,location_desc
30402109007,1651,30402109007,30501111008,2.145971786,1,0.0,26.5798862,connector,"LINESTRING(152.94356699063 -27.519003818494,152.9438249 -27.5190721)",30402109007_30501111008,Victoria Bridge NW-side
1651,1603,30402109007,30501111008,2.145971786,2,0.555698556,205.81428,network,"LINESTRING(152.9438249 -27.5190721,152.9457699 -27.5192923)",30402109007_30501111008,Victoria Bridge NW-side
1603,1621,30402109007,30501111008,2.145971786,3,0.29618298,98.72766,network,"LINESTRING(152.9457699 -27.5192923,152.9459275 -27.5184125)",30402109007_30501111008,Victoria Bridge NW-side
1621,1604,30402109007,30501111008,2.145971786,4,0.22971294,76.57098,network,"LINESTRING(152.9459275 -27.5184125,152.9460725 -27.5177337)",30402109007_30501111008,Victoria Bridge NW-side
1604,1605,30402109007,30501111008,2.145971786,5,0.12201879,40.67293,network,"LINESTRING(152.9460725 -27.5177337,152.9461499 -27.5173732)",30402109007_30501111008,Victoria Bridge NW-side
1605,84001,30402109007,30501111008,2.145971786,6,0.27411333,91.37111,network,"LINESTRING(152.947061 -27.517498,152.9461499 -27.5173732)",30402109007_30501111008,Victoria Bridge NW-side
84001,89663,30402109007,30501111008,2.145971786,7,0.00966456,3.22152,network,"LINESTRING(152.947061 -27.517498,152.9470662 -27.5174693)",30402109007_30501111008,Victoria Bridge NW-side
89663,89657,30402109007,30501111008,2.145971786,8,0.536753034,198.79742,network,"LINESTRING(152.9470662 -27.5174693,152.9486086 -27.5169864)",30402109007_30501111008,Victoria Bridge NW-side
89657,83997,30402109007,30501111008,2.145971786,9,0.272429244,100.89972,network,"LINESTRING(152.9486086 -27.5169864,152.9494202 -27.5164516)",30402109007_30501111008,Victoria Bridge NW-side
83997,18274,30402109007,30501111008,2.145971786,10,0.284696316,105.44308,network,"LINESTRING(152.9494202 -27.5164516,152.9499645 -27.5157409)",30402109007_30501111008,Victoria Bridge NW-side
18274,49777,30402109007,30501111008,2.145971786,11,0.090276633,33.43579,network,"LINESTRING(152.9499645 -27.5157409,152.9500328 -27.5154934)",30402109007_30501111008,Victoria Bridge NW-side
