node_id,X,Y
305,153.0271886,-27.4631447
308,153.0262779,-27.4633908
310,153.02465,-27.4638344
311,153.0250517,-27.4637282
313,153.0252415,-27.463676
315,153.0253449,-27.4636475
317,153.0256528,-27.4635628
320,153.0174576,-27.4635679
321,153.0175161,-27.4635294
323,153.0175749,-27.4635055
325,153.017693,-27.4634582
326,153.0204644,-27.4743733
327,153.0206683,-27.4742609
328,153.020101,-27.474575
329,153.0202807,-27.4744739
332,153.0403043,-27.442574
333,153.0404537,-27.4415662
335,153.0407152,-27.4400676
337,153.0407251,-27.4400155
338,153.0346633,-27.4380354
339,153.0351955,-27.4380582
340,153.0337535,-27.437883
342,153.0315403,-27.43756407
343,153.0315826,-27.43756932
345,153.0322085,-27.4376469
348,153.0312042,-27.4375253
349,153.0314523,-27.43755317
352,153.0322203,-27.4449613
353,153.0320756,-27.44460161
357,153.0319688,-27.4443544
358,153.0320617,-27.4443232
359,153.0321612,-27.44456124
361,153.0324252,-27.4451926
362,153.0339773,-27.436684
364,153.0394681,-27.4455568
365,153.0420318,-27.4459122
366,153.0471116,-27.439748
367,153.046851,-27.4412542
368,153.0430514,-27.4447145
369,153.0431566,-27.4447639
370,153.0427148,-27.4458181
371,153.0438566,-27.4459792
373,153.0456001,-27.4462271
374,153.0437804,-27.4470879
375,153.0446559,-27.4472174
376,153.0436351,-27.447066
378,153.0425395,-27.4469012
379,153.0429687,-27.4469698
383,153.0447099,-27.448157
384,153.0440867,-27.4430682
385,153.0442094,-27.4430887
387,153.043111,-27.448596
388,153.042147,-27.4441024
389,153.0425315,-27.4436372
391,153.0434642,-27.4440582
392,153.0436624,-27.4417158
393,153.0446186,-27.4421455
395,153.044654,-27.4422244
397,153.0446745,-27.442299
398,153.0397403,-27.4490849
399,153.040429,-27.4493452
400,153.0376025,-27.4476989
401,153.0379895,-27.4477395
403,153.0382701,-27.447831
405,153.0383623,-27.4479143
407,153.0394029,-27.4488754
411,153.0426855,-27.4486988
413,153.0439178,-27.4483675
415,153.0343879,-27.4395396
417,153.0344265,-27.4397612
419,153.0348126,-27.440094
420,153.033791,-27.4401457
422,153.0321893,-27.4406047
423,153.0322786,-27.4400863
425,153.0323401,-27.4399412
426,153.0328644,-27.43007574
427,153.0336848,-27.4301966
428,153.0325552,-27.4300302
429,153.0327274,-27.43005556
433,153.0327274,-27.43005556
437,153.0324093,-27.4364628
438,153.0356526,-27.430018
439,153.0354701,-27.4309356
440,153.0364112,-27.4328309
441,153.0361997,-27.4339371
442,153.0420185,-27.4248829
443,153.041964,-27.4248721
445,153.040105,-27.4246277
446,153.0398444,-27.4221559
447,153.0397316,-27.4228114
449,153.0392871,-27.4253947
450,153.038838,-27.4220179
451,153.0382949,-27.4252612
452,153.037379,-27.4269487
453,153.0372963,-27.427421
454,153.0375328,-27.4260713
456,153.0371255,-27.4283957
457,153.0370125,-27.4290403
459,153.0369661,-27.4293152
460,153.0382357,-27.4219339
461,153.0378564,-27.4242249
463,153.0377688,-27.4247245
465,153.037689,-27.4251798
469,153.0372226,-27.4278412
473,153.0418799,-27.4257583
478,153.0336679,-27.42551951
479,153.0337722,-27.4255568
480,153.0333847,-27.4254182
481,153.0335344,-27.42547173
485,153.041322,-27.4275502
487,153.0404197,-27.4283926
489,153.0399661,-27.4288431
490,153.0358884,-27.4272618
492,153.033522,-27.426347
493,153.0352147,-27.4265934
494,153.0332314,-27.4263047
495,153.0333838,-27.42632688
498,153.0399764,-27.4197078
499,153.042538,-27.4200912
501,153.0425712,-27.4200961
503,153.0427246,-27.4201191
504,153.0349637,-27.4230735
505,153.0363864,-27.423266
506,153.0342236,-27.42295928
508,153.0340815,-27.42293734
510,153.0337806,-27.4228909
511,153.0339371,-27.42291505
514,153.0333853,-27.42712196
519,153.0334923,-27.4271495
520,153.0331092,-27.4270509
521,153.03325,-27.42708713
524,153.0332397,-27.42794751
525,153.0331025,-27.42792491
527,153.0330302,-27.427913
529,153.0329648,-27.4277904
530,153.0349106,-27.4282028
531,153.0340975,-27.4280888
534,153.042584,-27.4240969
535,153.0444206,-27.4243599
536,153.0501491,-27.4227796
537,153.0493301,-27.427651
538,153.04669,-27.4242322
539,153.0480808,-27.4244164
541,153.0488747,-27.4245526
542,153.0442879,-27.4194945
543,153.0464291,-27.4198115
545,153.0474536,-27.4199692
546,153.0508112,-27.4189922
547,153.0503596,-27.42149
548,153.0425579,-27.4317817
549,153.0422785,-27.4314342
550,153.0340483,-27.42374635
551,153.0357381,-27.4239733
552,153.033906,-27.42372724
554,153.0336414,-27.4236917
555,153.0337743,-27.42370954
560,153.0352218,-27.4248049
561,153.0338492,-27.42464016
563,153.033707,-27.42462309
565,153.0335801,-27.42460786
567,153.0335021,-27.4245985
568,153.0360488,-27.4264718
571,153.0357492,-27.4280624
573,153.0356106,-27.4290978
574,153.0353655,-27.4257954
576,153.0349576,-27.4279538
579,153.0350606,-27.4274091
584,153.0367597,-27.4245774
585,153.0366869,-27.4250387
587,153.0366272,-27.4254153
588,153.0363626,-27.4245195
592,153.0376312,-27.4218525
594,153.1172145,-27.3753902
595,153.1190417,-27.37619208
597,153.1190975,-27.37621659
604,153.1069009,-27.3866954
607,153.1192091,-27.37626559
615,153.1192091,-27.37626559
617,153.1195264,-27.3764865
618,153.1139786,-27.3674054
620,153.1196803,-27.3574547
621,153.1175488,-27.3611004
624,153.095232,-27.3936923
625,153.0994301,-27.3931291
627,153.1013544,-27.3929054
628,153.0859278,-27.4131518
629,153.0844772,-27.41316072
631,153.0844175,-27.4131567
633,153.0843466,-27.41315192
635,153.0829865,-27.4130167
636,153.0806371,-27.4295025
637,153.0766909,-27.4168019
638,153.1013011,-27.4065089
639,153.1026691,-27.4056803
640,153.1010007,-27.4066899
642,153.0959401,-27.4108343
643,153.0973775,-27.4095611
644,153.0989707,-27.4082027
645,153.1003624,-27.4070709
649,153.0980856,-27.4089563
652,153.094975,-27.4116262
654,153.0924731,-27.4137518
655,153.0932335,-27.4131256
657,153.093495,-27.4129006
658,153.0907524,-27.4151935
659,153.0910499,-27.4149515
661,153.091765,-27.414353
663,153.0922022,-27.4139816
667,153.0935433,-27.4128601
669,153.0945913,-27.411941
673,153.0918696,-27.4144399
675,153.0921271,-27.4146649
677,153.0938576,-27.4161078
679,153.0956447,-27.4177523
680,153.0495228,-27.4077878
681,153.0496234,-27.4078044
683,153.0518436,-27.4081076
684,153.04721,-27.4074409
685,153.0485009,-27.4076366
688,153.0630072,-27.3809049
689,153.0629763,-27.3804193
690,153.0627461,-27.3822078
691,153.0628602,-27.3819597
694,153.0593231,-27.4116779
695,153.0611434,-27.4119676
697,153.0632066,-27.4122205
698,153.0605978,-27.4152008
699,153.0604212,-27.4162561
700,153.0607831,-27.4140964
703,153.0609569,-27.4130238
706,153.0585329,-27.4149015
709,153.0625727,-27.4154218
710,153.0587217,-27.4138129
713,153.0628237,-27.4143672
714,153.0589148,-27.4127652
717,153.0629982,-27.4132815
718,153.0550465,-27.4136173
719,153.0560249,-27.413762
721,153.056654,-27.4138179
722,153.0509858,-27.4131459
723,153.0535788,-27.4135106
724,153.0515968,-27.4095572
725,153.0541281,-27.4099219
726,153.051749,-27.4086629
727,153.0541913,-27.4095843
731,153.0540167,-27.4104906
733,153.0539974,-27.41058868
735,153.0539564,-27.4107981
736,153.051292,-27.4113474
737,153.052523,-27.4115372
739,153.0538984,-27.411703
740,153.0525066,-27.415191
741,153.0529522,-27.4143335
745,153.0542137,-27.4127094
747,153.0553251,-27.4113057
748,153.0554756,-27.412581
751,153.054723,-27.4154855
753,153.0526067,-27.4106188
755,153.0557302,-27.4156187
756,153.0564684,-27.4113485
757,153.0563489,-27.4120011
759,153.056199,-27.412863
763,153.0563379,-27.415699
764,153.0570998,-27.4113836
765,153.0569584,-27.4120545
767,153.0569115,-27.4123245
769,153.0568085,-27.4129417
772,153.0492131,-27.4138169
773,153.0498121,-27.4138951
775,153.0508344,-27.4140353
778,153.0497656,-27.410582
779,153.0497644,-27.41059066
783,153.0497489,-27.41070731
787,153.05123,-27.4117116
789,153.0494814,-27.4086439
790,153.0519451,-27.4181166
791,153.0541059,-27.4184673
792,153.0481497,-27.4159732
793,153.0486474,-27.4160529
794,153.0593445,-27.4161922
795,153.0589811,-27.4184597
796,153.0566705,-27.415743
797,153.0565538,-27.4165412
798,153.0452907,-27.421112
799,153.0462697,-27.4212476
801,153.0471961,-27.4213863
802,153.0458747,-27.4171043
803,153.045586,-27.4187277
804,153.0479292,-27.4172801
805,153.0519953,-27.4178272
806,153.0446695,-27.4185925
809,153.0465902,-27.4188954
810,153.059995,-27.4184943
811,153.0640134,-27.419031
812,153.0601205,-27.4177331
813,153.0611468,-27.4178731
814,153.0631466,-27.4181398
815,153.0641429,-27.418267
817,153.0621424,-27.4180103
820,153.0605778,-27.4212014
821,153.0602406,-27.4232727
822,153.0617966,-27.4217118
823,153.0613143,-27.4234129
824,153.0603655,-27.4162482
826,153.0598857,-27.4191574
827,153.0598679,-27.4196712
832,153.0633709,-27.4166529
834,153.0623871,-27.4165324
836,153.0613728,-27.4163898
838,153.0646062,-27.4154896
839,153.065497,-27.4156108
841,153.0663807,-27.4157326
843,153.0671413,-27.4158594
844,153.0684595,-27.4166846
845,153.0681466,-27.4184901
846,153.0639572,-27.4193719
847,153.0648699,-27.4195064
849,153.0657902,-27.4196331
850,153.0656081,-27.4149163
853,153.0651056,-27.4180874
857,153.0646277,-27.4209645
858,153.0641805,-27.423622
859,153.0651847,-27.4237515
861,153.0661803,-27.4238811
862,153.0608034,-27.4198083
863,153.06221,-27.42139
865,153.0635865,-27.4216679
866,153.0592291,-27.4231406
871,153.0622768,-27.4235083
873,153.0632653,-27.4236432
874,153.0632872,-27.4230795
875,153.0633609,-27.4231275
876,153.0625122,-27.4222509
881,153.0625973,-27.4200445
883,153.0638221,-27.4201947
885,153.0632582,-27.4206388
886,153.0732416,-27.4285849
887,153.072862,-27.4309846
888,153.0742483,-27.4287106
889,153.0738708,-27.4311094
890,153.075263,-27.4288428
891,153.0748757,-27.431242
892,153.0762634,-27.4290196
893,153.0758819,-27.4313648
894,153.0773262,-27.429183
895,153.0769638,-27.4314853
903,153.0783902,-27.4293543
904,153.072205,-27.4284337
908,153.0611187,-27.4305745
909,153.0621152,-27.4306972
910,153.0590753,-27.4303229
911,153.06009,-27.4304478
914,153.0711333,-27.4318384
915,153.0717211,-27.4314797
916,153.0717812,-27.4316169
917,153.072755,-27.4317373
919,153.0737592,-27.4318668
921,153.0744529,-27.4319488
923,153.074772,-27.4319887
925,153.0757762,-27.4321106
927,153.0782825,-27.4324229
928,153.0714379,-27.4336889
929,153.0724249,-27.4338032
931,153.0734377,-27.4339327
933,153.0744419,-27.4340546
935,153.0754633,-27.4341765
939,153.0721331,-27.4360428
941,153.0719212,-27.4304426
942,153.0726678,-27.4256298
943,153.0725503,-27.4263415
946,153.064279,-27.4331903
947,153.0652536,-27.4333211
949,153.0662887,-27.4334375
951,153.0673013,-27.4335621
953,153.0681149,-27.4336622
955,153.0683151,-27.4336868
957,153.0693176,-27.4338102
959,153.0703314,-27.4339349
961,153.071369,-27.4340626
962,153.0633188,-27.4330722
964,153.0623464,-27.4329525
965,153.0631159,-27.4330472
968,153.0626806,-27.4307719
970,153.0636617,-27.4309014
973,153.0626947,-27.4354646
974,153.0638868,-27.4356173
975,153.063586,-27.4374792
976,153.0646161,-27.4310385
980,153.0666369,-27.4312799
982,153.0676071,-27.4314004
984,153.0686443,-27.4315293
986,153.0696675,-27.4316563
988,153.0706723,-27.4317811
990,153.065102,-27.4342552
991,153.0679875,-27.4346259
993,153.0712061,-27.4350525
994,153.0649621,-27.4351461
995,153.0677575,-27.4354962
996,153.0646784,-27.4369458
997,153.0675598,-27.4373358
1001,153.073215,-27.435488
1005,153.0743389,-27.4351135
1007,153.0756303,-27.4330704
1009,153.0755826,-27.4333864
1013,153.0754376,-27.434664
1015,153.0758497,-27.4354707
1016,153.077808,-27.4333222
1017,153.0782591,-27.4333603
1019,153.0761322,-27.4331284
1023,153.0776005,-27.4347581
1024,153.0678193,-27.4355614
1025,153.0677042,-27.4364389
1029,153.0675396,-27.4374617
1031,153.0675327,-27.4375043
1033,153.0674032,-27.4384458
1034,153.067254,-27.4183743
1036,153.0667331,-27.4182989
1038,153.0690724,-27.4186359
1039,153.0691288,-27.4186436
1041,153.0659545,-27.4182001
1045,153.068451,-27.4185512
1049,153.0669318,-27.4203035
1050,153.0644146,-27.4220694
1053,153.0639402,-27.42494
1055,153.0637787,-27.4254795
1057,153.0637342,-27.4257628
1059,153.0650474,-27.4247572
1061,153.0660773,-27.4245972
1063,153.067073,-27.4247343
1065,153.0697509,-27.4252295
1068,153.0671896,-27.4240267
1069,153.0698882,-27.4244524
1071,153.0727987,-27.4248367
1072,153.0673105,-27.4232929
1073,153.070017,-27.4236525
1075,153.0729305,-27.4240382
1076,153.0718033,-27.4230748
1077,153.0730684,-27.4232026
1078,153.0664412,-27.4223452
1079,153.0674442,-27.4224817
1080,153.0635436,-27.4219493
1082,153.0654285,-27.4222074
1083,153.066387,-27.4223378
1087,153.0653672,-27.4221991
1091,153.0677765,-27.4225269
1093,153.0689956,-27.4226928
1095,153.0701391,-27.4228484
1097,153.0702147,-27.4228587
1100,153.066249,-27.4235306
1101,153.0672511,-27.4236533
1102,153.0656224,-27.4206584
1103,153.0666438,-27.4207955
1104,153.068142,-27.4204559
1107,153.0683731,-27.4190295
1110,153.0696565,-27.4187156
1111,153.0693561,-27.4206127
1114,153.0706972,-27.4199109
1115,153.0708667,-27.4188756
1117,153.0705284,-27.4209421
1120,153.0719224,-27.4211383
1122,153.0647188,-27.4147929
1125,153.0645078,-27.4157046
1131,153.0660001,-27.4251076
1152,153.0718194,-27.4189975
1153,153.0716392,-27.420026
1154,153.072755,-27.4191194
1155,153.0725747,-27.4201403
1161,153.0735516,-27.420275
1162,153.074603,-27.4198796
1163,153.0746545,-27.4200015
1165,153.0745278,-27.4207988
1167,153.0747252,-27.4216368
1169,153.0745879,-27.4224673
1171,153.0768726,-27.4203026
1173,153.0767429,-27.4210884
1175,153.0777578,-27.4212182
1177,153.0766097,-27.4218954
1178,153.0732185,-27.4222931
1181,153.076473,-27.4227237
1182,153.0755557,-27.4182797
1183,153.0771284,-27.4185284
1184,153.0780496,-27.4195327
1187,153.0773237,-27.4237604
1188,153.078579,-27.4224977
1189,153.0783462,-27.4238963
1190,153.0752188,-27.4191515
1191,153.0770219,-27.4193981
1195,153.0784674,-27.4195874
1196,153.0739608,-27.4177954
1197,153.0745772,-27.4178835
1199,153.0754891,-27.4174236
1201,153.0735327,-27.4203891
1208,153.0965151,-27.4374269
1209,153.0962245,-27.4369104
1210,153.1028638,-27.4537274
1211,153.1026882,-27.4538506
1213,153.1025731,-27.4536849
1215,153.1027437,-27.4535621
1219,153.1043644,-27.4549683
1221,153.1025354,-27.4547039
1222,153.0994631,-27.4530885
1223,153.0996054,-27.4532549
1225,153.0993998,-27.4533711
1227,153.099284,-27.4532081
1230,153.0615711,-27.6441755
1231,153.0631022,-27.6475294
1232,153.0121221,-27.3288579
1233,153.0131527,-27.3227745
1234,153.0116011,-27.3314212
1236,153.011593,-27.33144869
1238,153.0099821,-27.3369883
1239,153.011576,-27.33150594
1242,153.0190126,-27.2926287
1243,153.0185752,-27.2941021
1245,153.0180895,-27.2957362
1246,153.034245,-27.3101429
1247,153.0280069,-27.3074217
1248,153.0173039,-27.2983602
1249,153.0171509,-27.2997606
1250,153.0477802,-27.3150545
1251,153.0439733,-27.31291318
1253,153.0411096,-27.3130192
1254,153.050723,-27.3315228
1255,153.0509504,-27.3298728
1256,153.0511085,-27.3298595
1257,153.0509285,-27.3325744
1258,153.0763353,-27.3418984
1259,153.0771912,-27.3457434
1260,153.0848929,-27.3949902
1261,153.085166,-27.3948618
1262,153.038836,-27.4559199
1263,153.0380595,-27.4553974
1264,153.0314076,-27.4556128
1265,153.0317093,-27.455827
1266,153.0797076,-27.6064515
1267,153.0798181,-27.6058867
1268,153.080648,-27.6012304
1269,153.0807217,-27.6008963
1270,153.0790339,-27.6100122
1271,153.0791034,-27.6096447
1273,153.079286,-27.6087065
1275,153.0796933,-27.6065315
1279,153.0802935,-27.6031124
1281,153.0803666,-27.6027024
1284,153.0369023,-27.3123287
1285,153.036917,-27.3120309
1286,153.0371529,-27.312
1287,153.037007,-27.3123448
1288,153.0070978,-27.44313
1289,153.0071088,-27.4431611
1291,153.00727,-27.4436133
1293,153.0077029,-27.4446255
1294,153.0638681,-27.283551
1295,153.0639491,-27.28344521
1297,153.0794422,-27.2631993
1298,153.0457446,-27.3101549
1299,153.0445861,-27.30743392
1302,153.0502247,-27.2931252
1307,153.0586256,-27.2876134
1308,153.0445347,-27.30731243
1313,153.0445546,-27.30735933
1318,153.0432233,-27.3127773
1319,153.0439457,-27.31268863
1321,153.0446838,-27.3123595
1322,153.0446588,-27.3122428
1323,153.0452004,-27.3122106
1325,153.0462187,-27.3122063
1329,153.0463881,-27.3121048
1330,153.0392818,-27.3128469
1331,153.0374669,-27.3125024
1333,153.0369857,-27.312438
1334,153.0608056,-27.282403
1335,153.0629654,-27.2832653
1337,153.0623142,-27.2849797
1338,153.0268735,-27.3946352
1339,153.0267092,-27.3954885
1341,153.026531,-27.3963309
1342,153.0272127,-27.3928752
1343,153.0270406,-27.3937672
1346,153.0240841,-27.397874
1347,153.0239066,-27.398776
1348,153.0245639,-27.395368
1349,153.0244302,-27.3960384
1352,153.0246677,-27.3947878
1353,153.0245991,-27.3951764
1356,153.0103662,-27.3966577
1357,153.0120264,-27.3969118
1359,153.0121785,-27.3969412
1361,153.0134319,-27.3971373
1362,153.0231571,-27.3977216
1364,152.988575,-27.3877117
1365,152.9890481,-27.3877908
1366,152.9866166,-27.3870636
1367,152.9872301,-27.3874434
1369,152.9892149,-27.3878187
1371,152.9898991,-27.3879331
1373,152.9880752,-27.3876283
1376,152.9918286,-27.3882133
1377,152.9926508,-27.3883321
1379,152.9932738,-27.3884222
1380,152.9900246,-27.3879525
1381,152.9903902,-27.3880053
1383,152.9899515,-27.3879419
1387,152.9910412,-27.3880995
1392,153.0034885,-27.4085486
1393,153.0052995,-27.408817
1394,153.0076356,-27.4091631
1395,153.0077183,-27.4091754
1397,153.0067085,-27.4090258
1400,153.0006642,-27.4081303
1401,153.0012887,-27.4082226
1404,153.0268919,-27.4150082
1405,153.0266088,-27.4167278
1407,153.0265136,-27.4173478
1409,153.026359,-27.4182507
1411,153.0262226,-27.4191421
1412,153.0279406,-27.4211738
1413,153.0281904,-27.4195816
1414,153.022504,-27.412196
1415,153.0230131,-27.4122648
1417,153.0242266,-27.4124289
1419,153.0252216,-27.4125634
1421,153.0262475,-27.4127021
1422,153.0209593,-27.4115402
1423,153.0216697,-27.4120832
1426,153.0850309,-27.3950852
1427,153.0829045,-27.3963672
1429,153.0805846,-27.3983864
1430,153.0784305,-27.4191748
1431,153.0803063,-27.4288806
1432,153.1025224,-27.44816162
1435,153.1021854,-27.44755954
1437,153.1021223,-27.44744669
1439,153.1018035,-27.44687726
1440,153.103874,-27.4505764
1441,153.1037066,-27.45027725
1443,153.1034261,-27.44977619
1445,153.1031356,-27.44925714
1451,153.099292,-27.44239014
1455,153.0974321,-27.4390671
1456,153.1024476,-27.44701024
1457,153.1025389,-27.4471734
1458,153.0969702,-27.4372207
1459,153.0973196,-27.43784514
1460,153.1023095,-27.44676333
1461,153.1024423,-27.44700074
1468,153.0997255,-27.44214504
1471,153.0973797,-27.43795258
1474,153.1167383,-27.468668
1475,153.1133964,-27.46469571
1477,153.1130683,-27.4643725
1478,153.0764955,-27.3958299
1479,153.0770654,-27.3950472
1481,153.0772991,-27.3947116
1482,153.0790958,-27.3921986
1483,153.0791473,-27.3921453
1485,153.079379,-27.3920234
1487,153.0779171,-27.3938199
1490,153.0951916,-27.3767491
1491,153.0954784,-27.3766838
1493,153.0956632,-27.3766418
1494,153.0937455,-27.3796345
1495,153.0937978,-27.3791419
1497,153.0936932,-27.3787529
1499,153.0938584,-27.3782534
1501,153.0940252,-27.3779785
1503,153.0948999,-27.3771046
1506,153.0974072,-27.3686604
1507,153.0976988,-27.3712948
1508,153.0927201,-27.3779189
1509,153.0933718,-27.3782694
1512,153.1257287,-27.5136565
1513,153.1250146,-27.5080973
1514,153.1149929,-27.5511496
1515,153.1090856,-27.5612655
1516,153.1047893,-27.5811969
1517,153.1047083,-27.58190475
1519,153.1048762,-27.5832628
1520,153.1014955,-27.5834379
1521,153.1006479,-27.5844495
1522,153.1127952,-27.5958388
1523,153.1168536,-27.602225
1524,153.1113442,-27.59372471
1526,153.1098999,-27.5916048
1527,153.1112045,-27.59351968
1529,153.1112798,-27.59363028
1534,153.012059,-27.3303777
1535,153.0118531,-27.33146173
1536,153.0118302,-27.33154445
1537,153.0117985,-27.3323168
1539,153.0118453,-27.33148978
1542,153.0161018,-27.3654639
1543,153.0160831,-27.3655621
1544,153.0158202,-27.3670032
1545,153.0156743,-27.367735
1546,153.0159232,-27.3664011
1549,153.0160643,-27.3656607
1552,153.027837,-27.4729691
1553,153.0281474,-27.4727274
1555,153.0282007,-27.472686
1557,153.0282744,-27.4726286
1559,153.0289004,-27.4721415
1561,153.0298406,-27.4714098
1563,153.0298641,-27.4713915
1565,153.0299152,-27.4713518
1566,153.0271605,-27.4695153
1567,153.0272084,-27.4694783
1569,153.0272329,-27.4694593
1570,153.0242412,-27.4717694
1571,153.0242991,-27.4717246
1573,153.0243756,-27.4716655
1575,153.0276291,-27.4691515
1577,153.0276965,-27.4690994
1579,153.0248832,-27.4712736
1581,153.0253172,-27.4709386
1582,153.023583,-27.4722775
1583,153.0236668,-27.4722128
1587,153.0259414,-27.4704566
1589,153.0260089,-27.4704068
1590,153.026607,-27.4699426
1591,153.0266932,-27.4698761
1593,153.0260809,-27.4703488
1597,153.0269956,-27.4696426
1600,152.9478967,-27.5081259
