origin_zone,dest_zone,demand,length_metres
30101100114,30103101821,3.058004921000006,13368.025351090002
30101100114,30103102031,1.813902283000003,13205.079729718003
30101100114,30103102137,1.5302914810000046,17113.61335959001
30101100114,30301105135,1.8593870089999935,16537.932390914008
30101100114,30303106428,1.5302914810000041,16274.151188430002
30101100115,30101100120,3.3725818710000004,2191.04773234
30101100115,30101100411,1.3324962310000001,3752.2378644179994
30101100115,30301104813,1.9676179200000044,17445.386189590005
30101100115,30303106032,1.5834157099999975,25873.69171167001
30101100116,30101100124,2.575467102,1649.07685552
30101100116,30101100129,5.992863426000005,2063.0411468800003
30101100116,30101100411,1.7268536990000012,3639.3121383579996
30101100116,30101100417,11.59908574999998,5661.45372841
30101100116,30101100429,2.193721237000001,3719.9703584
30101100116,30102100738,1.7268536990000019,6173.773342890001
30101100116,30102100904,1.7992985079999972,18138.250012900007
30101100116,30103101510,1.7268536990000023,13312.269015600008
30101100116,30103101701,1.6884597019999943,19820.69772418999
30101100116,30501110926,2.483472107000009,23778.056482299977
30101100120,30101100101,2.1495272669999976,4408.5311477800005
30101100120,30101100103,4.298014708999998,6164.596435239999
30101100120,30101100115,1.7406183929999994,2191.0477323399996
30101100120,30101100116,3.2457208860000004,2285.7555562800003
30101100120,30101100125,1.5834157099999995,2199.29240489
30101100120,30101100403,1.3493204960000005,3413.225546670001
30101100120,30101100407,1.7551257630000001,2666.621529059999
30101100120,30101100412,1.8690195770000022,4971.043108989999
30101100120,30101100428,2.1937212370000014,3707.338972219999
30101100120,30101100616,2.362614715999999,4068.8722806899996
30101100120,30102100726,1.8974338679999998,8560.80695622
30101100120,30102100727,1.7347321320000024,7699.736721300002
30101100120,30102101212,1.726853699000002,9484.701577210002
30101100121,30101100120,4.552149573999999,2712.5171693700004
30101100121,30101100142,6.716027602999999,3617.6255164900003
30101100121,30101100334,1.4493641199999996,6987.376782860001
30101100121,30101100336,1.4883592609999996,6624.558911724001
30101100121,30101100412,10.940805829999993,2778.2078281999998
30101100121,30101100447,1.5125415500000012,3875.8509035900006
30101100121,30101100601,1.681528458000002,7849.723904490002
30101100121,30102101325,1.993628631999997,15297.046774079992
30101100121,30302105716,1.3074700010000053,21586.126649000013
30101100121,30502111513,1.2374836200000043,20330.137487389988
30101100122,30101100120,17.84332123000001,2688.56017307
30101100122,30101100407,1.7347321319999995,4069.202891969999
30101100122,30101100442,1.5062712550000008,3011.6404925600004
30101100122,30101100606,1.740618393000003,7636.03307572
30101100122,30102100707,1.5836296460000017,7610.349969970002
30101100122,30102100728,2.149527266999997,7095.465280550001
30101100122,30102100740,2.751338836999997,9330.868857540001
30101100122,30102100804,2.0348923650000015,7012.83021892
30101100122,30102101213,1.9676179199999981,8889.576277559998
30101100122,30103102036,2.3924453280000044,14908.93460152
30101100122,30203103708,1.705322052000004,22713.49813911999
30101100122,30301105010,3.5412924579999907,15613.866061289998
30101100122,30303106032,1.688459701999996,21144.015572400014
30101100122,30303106221,2.382306137,19580.743152620016
30101100122,30303106222,9.781368134000033,19715.477257490013
30101100122,30306108026,1.3279900889999985,27238.373824230017
30101100124,30101100116,9.675127411000004,1649.07685552
30101100124,30101100125,1.328706383,1149.12497413
30101100124,30102100728,1.506271255000001,6106.501096880002
30101100124,30102100812,1.2889738239999993,6052.999691440001
30101100124,30102101221,1.3673795779999987,10059.532408579995
30101100124,30203103708,1.5515167540000028,22290.776235449986
30101100124,30305107630,2.7133203429999946,29909.554027940023
30101100125,30101100403,1.332496230999997,4438.787561400003
30101100125,30101100437,1.5517336650000002,3715.856316299999
30101100125,30101100619,1.349320495999999,3278.6487602599996
30101100125,30102100904,1.9676179200000046,17200.56541151
30101100125,30302105204,1.288973823999998,23291.70916659001
30101100125,30501111105,1.908236785999987,24335.08240707999
30101100129,30101100116,15.457143519999992,2063.04114688
30101100129,30102100812,3.826303115999997,6429.5695828
30101100129,30103102110,1.8818684229999982,16540.589109279998
30101100129,30301104813,1.8514460910000068,18047.77820801
30101100129,30301104914,1.958459441999998,15589.50841715
30101100132,30101100606,4.863204467999996,5884.342222519999
30101100132,30301104808,5.112198624000002,20732.996001060008
30101100133,30101100507,5.162477019999994,8016.8634758900025
30101100134,30101100103,5.166090026999997,3840.1156159200004
30101100134,30101100120,8.315781586000007,2288.55004084
30101100134,30101100123,5.458422806000001,1112.1347188700001
30101100134,30101100437,3.6408948210000025,2633.0079922499995
30101100134,30103101401,1.4493641200000007,27797.836247260002
30101100134,30304107015,1.4173381119999973,26836.182509749993
30101100136,30101100103,5.245159607000002,3620.7516490599996
30101100136,30101100437,1.3193204800000011,2725.0872853899996
30101100136,30101100442,14.135984889999992,3593.992413470001
30101100136,30302105917,1.734732131999989,26898.589488819973
30101100136,30303106324,1.4525433040000002,24324.60612171001
30101100136,30305107630,1.7234071199999932,30463.95228252002
30101100136,30501111014,1.7234071199999978,24144.10417353098
30101100139,30101100140,1.6815284580000003,751.7613103199999
30101100140,30101100116,3.554424270999997,3587.734676210002
30101100140,30101100407,1.8932811130000002,5668.134718989999
30101100140,30101100442,5.011944336,5061.2478895799995
30101100140,30102100728,2.6707305449999987,6645.17855757
30101100140,30102100812,3.312900116000003,7471.80830213
30101100140,30102101305,1.2374836200000032,14552.943346709999
30101100140,30103101701,3.1535656130000045,21568.94202799999
30101100140,30103102031,2.948685088999992,16183.725391937998
30101100140,30301104807,1.3673795779999982,21297.683875367
30101100141,30101100103,8.552839667999999,2361.1826705500002
30101100141,30101100112,1.4173381120000008,2757.9302253100004
30101100141,30101100407,2.9121220929999962,5512.051034369999
30101100141,30101100442,3.5031838069999996,4905.1642049600005
30101100141,30101100605,1.7347321320000024,7537.450371290002
30101100141,30102100727,1.4528787379999988,6012.409296610002
30101100141,30102100728,1.4883592609999996,5765.243712950001
30101100141,30102101242,3.5031838070000054,11582.201220489997
30101100141,30202102820,1.6522880780000102,36008.177449989955
30101100141,30301105135,1.9442198639999955,17697.219628514005
30101100142,30101100403,1.719535248,7019.277323789999
30101100204,30501110623,2.589456145999988,15035.578138830007
30101100208,30103102110,1.967617920000001,6770.940007500004
30101100209,30103102126,7.593210815000013,7837.296569769997
30101100301,30101100302,1.2374836199999992,2197.70364938
30101100302,30101100120,1.1868050229999996,4738.362541880001
30101100302,30101100336,11.315427349999997,990.6510442340002
30101100302,30101100407,1.7347321320000022,5664.70643078
30101100302,30101100507,2.5810856699999998,2178.5188466899995
30101100302,30101100606,2.215132874000002,3001.5908945300002
30101100302,30101100607,1.9210987240000001,3386.759865499
30101100302,30101100614,1.9859009550000009,3479.754809689999
30101100302,30103102019,1.3279900889999974,10035.530036080001
30101100302,30103102031,1.521789390999999,8980.193813728001
30101100302,30301104814,1.7720333400000028,15582.055393969998
30101100302,30302105812,1.4908404010000094,20900.432728509983
30101100302,30303106104,1.3493204960000007,26228.117438290017
30101100302,30501110531,1.4525433040000049,23315.776673339988
30101100305,30101100133,6.925289199999999,6233.43010263
30101100305,30101100334,1.6593202899999988,1695.3765652000004
30101100305,30101100336,0.7349248470000002,1332.5586940639998
30101100305,30101100403,1.8978720549999957,6244.052548219999
30101100305,30103101601,14.169238080000012,8372.063758859997
30101100305,30103101605,3.290922744999997,8127.437820510001
30101100305,30103101818,2.034892364999996,11585.033622840003
30101100306,30101100116,6.533051055999993,5151.1639478199995
30101100306,30101100336,1.2374836199999992,2371.622604054
30101100306,30101100409,1.5851092449999988,3629.121757810001
30101100306,30101100606,3.6316153409999927,4345.544464349999
30101100306,30202103220,1.7625957640000132,29145.479506009986
30101100306,30203103708,1.3324962309999948,18942.19410774999
30101100306,30301104816,1.452543303999998,15999.852594919994
30101100306,30305107625,1.7862580409999969,31347.201646910027
30101100311,30101100324,4.953215424000003,2671.3188109099997
30101100311,30101100447,1.4883592609999996,7472.711910660002
30101100311,30501111001,1.7268536990000025,22989.292888209977
30101100316,30101100120,3.4769107590000004,3105.3400512100006
30101100316,30101100311,5.088536345999999,1067.78452749
30101100316,30101100606,1.506271255000001,4202.634643859999
30101100316,30103101505,4.929344467000005,8785.737097479998
30101100316,30203103603,1.328706382999997,28140.60022722999
30101100316,30203103708,1.328706382999997,20324.50173725999
30101100316,30302105820,1.4528787379999986,20971.167024682
30101100316,30502111728,1.734732131999995,19546.037594030004
30101100321,30101100116,1.5834157099999986,3569.166774489999
30101100321,30101100336,16.310508739999992,1678.5909707239998
30101100321,30101100606,2.8475735699999984,3515.70864102
30101100321,30101100614,5.023280258,3070.4639061799994
30101100321,30102100806,8.396157195999994,7209.401218170001
30101100321,30102101221,1.3324730219999983,13349.960297550002
30101100321,30103101606,1.2372417140000025,9221.613549450001
30101100321,30302105605,1.288973824000004,20251.720233390006
30101100323,30101100334,1.7268536990000005,1708.17950029
30101100323,30101100336,1.7268536990000012,1731.0040691539998
30101100323,30101100407,1.3673795779999989,5198.092955699999
30101100323,30101100606,1.7925563050000006,3079.5449894500002
30101100323,30101100614,4.853837708,2433.0988246099996
30101100323,30102100804,3.497878357,4699.10874265
30101100323,30103102108,1.7268536990000023,13160.22517826
30101100324,30101100407,1.5515167540000017,5559.8662035299985
30101100324,30101100606,3.492111510999998,3851.8418672800003
30101100324,30101100614,6.716027602999996,2466.6068724399997
30101100324,30102100734,1.3193204800000007,9024.760114850002
30101100324,30102100738,9.044614517000012,6716.916601240002
30101100324,30102101212,1.5515167540000026,9806.932391680002
30101100324,30102101213,1.2372417140000027,9568.91294912
30101100324,30102101325,1.5834157099999977,15936.076819339994
30101100324,30103101824,2.3182412259999983,12707.07673535
30101100324,30103102139,11.513695099999968,13226.103574779996
30101100324,30304107015,1.4525433040000042,28817.350223539997
30101100324,30502111412,1.9936286320000083,23405.98787944001
30101100324,30502111718,1.2372417139999974,20817.94177005001
30101100324,30502111735,1.7268536990000023,19612.84693718001
30101100329,30101100116,3.6683180850000037,5283.874259699998
30101100329,30101100125,1.9676179199999997,5779.945908310001
30101100329,30101100407,1.673293564000003,7330.391992479998
30101100329,30101100605,2.6473105700000015,2171.9176794
30101100329,30101100606,1.3673795780000004,1543.0697662300001
30101100329,30102101305,1.8932811130000002,17440.0162202
30101100329,30503112825,1.9936286320000038,25444.20164220997
30101100334,30101100323,1.7268536990000005,1708.1795002899999
30101100336,30101100116,2.1937212370000023,4677.228428633999
30101100336,30101100305,2.47554324,1332.5586940640003
30101100336,30101100321,8.613120879999999,1678.5909707239998
30101100336,30101100323,1.7268536990000012,1731.0040691539998
30101100336,30101100407,3.521711326999996,6098.365221413998
30101100336,30101100502,1.5836296459999994,2079.428771914
30101100336,30101100606,3.2457208860000004,2482.0062551640003
30101100336,30102100722,1.4173381119999997,8890.429802294002
30101100336,30502111718,1.762595764000005,18196.189027934
30101100403,30101100120,2.598638130000002,3413.22554667
30101100403,30101100125,1.332496230999997,4438.787561400002
30101100403,30101100407,2.7498343430000025,1388.5866655699997
30101100403,30101100412,6.992518021000009,4545.690345500001
30101100403,30101100437,1.673293564,2044.65162808
30101100403,30503112825,1.3565453190000023,21631.5322353
30101100407,30101100114,2.5328421940000014,4211.520076770002
30101100407,30101100116,5.848963149999992,3778.6466951800016
30101100407,30101100120,1.4006588519999996,2666.6215290600003
30101100407,30101100125,1.3287063829999979,3692.183543790001
30101100407,30101100403,1.417338112000001,1388.58666557
30101100407,30101100420,2.973151435999997,4480.88696365
30101100407,30101100428,2.604863196999997,3758.4269011200004
30101100407,30101100429,4.556294693000004,2963.82098118
30101100407,30103101701,1.7079269710000045,16597.45001697
30101100407,30103101824,2.027004607999999,10406.882309779998
30101100407,30103102031,1.673293564000003,10425.864610908
30101100407,30501110623,1.3436020510000037,21087.943715310004
30101100411,30101100125,1.3324962310000001,3150.6913669679993
30101100412,30101100403,5.161398514,4545.6903455
30101100412,30102101221,4.607578201000011,13332.765428170003
30101100414,30101100420,1.859387009,731.0567761600001
30101100417,30101100112,1.673293564000002,5063.033572130002
30101100417,30101100116,16.57824860999997,5661.4537284100015
30101100417,30101100407,2.027004607999999,5880.839311189998
30101100417,30101100606,9.326851944000031,10278.567604939999
30101100417,30102100722,2.027004607999999,8884.597382069995
30101100417,30102100939,9.576601867999956,21065.530815000013
30101100417,30504113731,1.4173381119999973,29930.758223920973
30101100420,30101100407,6.261859443999995,4480.8869636499985
30101100420,30101100414,1.859387009,731.05677616
30101100420,30101100442,11.512956989999998,1974.6563742399994
30101100420,30102101112,1.5503043519999984,6735.750295069999
30101100420,30103102031,3.128699165,13185.217806598
30101100420,30303106023,1.8139022830000027,20263.479900950013
30101100420,30304107015,1.5515167540000017,27341.957003660013
30101100422,30101100403,1.7079269709999993,2488.9104384899997
30101100422,30101100441,1.5125415500000008,2615.1952874999993
30101100422,30101100606,9.803732712000036,10560.48454463
30101100422,30102100713,3.1349324650000003,11269.278438050005
30101100422,30203103603,2.7453282010000057,28654.991217999985
30101100422,30302105604,3.2909227449999925,18677.219796480003
30101100422,30501110531,2.4052554930000167,22914.50488343999
30101100422,30502111809,1.5621926189999982,17523.86662996999
30101100423,30101100116,6.650850661999997,4660.56747642
30101100423,30101100407,1.652288077999999,2855.8631992000005
30101100423,30101100442,13.827998789999999,817.9993697900001
30101100423,30102100728,1.506271255000001,9017.073667780001
30101100423,30103101619,1.9210987239999966,11434.02413106
30101100423,30103101824,2.0348923649999966,12563.781611020006
30101100423,30203103603,1.9989951779999884,29313.935746319985
30101100423,30203103815,7.05760014299996,31161.206561799994
30101100423,30302105808,2.382306137,20855.51749311999
30101100423,30403109405,1.6224279100000074,29280.03978365997
30101100428,30101100120,4.408854111000003,3707.338972220001
30101100428,30101100407,2.604863196999997,3758.426901119999
30101100428,30101100439,7.649893402000002,1407.3377389300003
30101100428,30101100442,6.616394196,1252.19631171
30101100428,30102100729,2.5698301850000003,8571.540039640002
30101100428,30103101918,2.5698301850000003,8947.831955419999
30101100428,30303106221,1.5834157099999977,18799.279211770016
30101100428,30303106411,1.3493204960000007,17647.149049240004
30101100429,30101100116,9.48265239,3719.9703584000004
30101100429,30101100311,1.4883592609999996,5071.811268560002
30101100429,30101100407,4.556294693000004,2963.82098118
30101100429,30101100442,3.5861782229999997,1347.25153177
30101100429,30101100615,2.0348923650000015,6621.2684069299985
30101100429,30102100727,1.3436020510000017,8323.642133420004
30101100429,30103102104,1.7406183930000003,16910.34727083
30101100429,30301104813,1.5302914810000041,16705.625109530003
30101100430,30101100116,4.698604980000006,5960.81914903
30101100430,30101100206,1.7406183930000032,12440.139489669999
30101100430,30102100738,2.4834721070000025,8385.418459520002
30101100430,30102100804,4.807575195000007,8619.31738876
30101100430,30103101504,2.1937212369999948,17288.38107325
30101100430,30103101511,1.3673795779999982,18018.303543329992
30101100430,30103101701,2.7133203430000066,23959.088530819987
30101100430,30103102108,6.862363297000001,21464.332134369986
30101100430,30203103603,2.9029501270000186,34518.67495892999
30101100430,30303106023,1.7406183930000036,22321.99501911001
30101100430,30303106511,2.784717689999991,23865.336356009997
30101100431,30501110612,1.897433868000005,29320.982611089974
30101100433,30101100411,1.7720333399999975,5511.795595997999
30101100433,30101100448,1.9676179199999984,4461.608910079999
30101100439,30101100428,2.670730545,1407.33773893
30101100441,30101100422,1.5125415500000008,2615.1952874999997
30101100442,30101100112,1.5834157099999981,4861.56221949
30101100442,30101100140,1.7347321320000009,5061.247889579999
30101100442,30101100141,1.762595763999998,4905.164204959999
30101100442,30101100407,1.9047947690000007,2856.90775855
30101100442,30101100420,1.719535248,1974.65637424
30101100442,30101100423,2.1937212369999997,817.99936979
30101100442,30101100428,2.149527266999999,1252.19631171
30101100442,30101100433,1.7195352480000001,3242.46431341
30101100442,30102100735,11.599085750000013,12622.329766430004
30101100443,30102100901,6.825578033000031,20254.382655690002
30101100444,30101100403,0.4991825140000001,3146.4652184400006
30101100444,30101100442,2.4834721069999994,1251.2607714200003
30101100444,30102100738,2.5698301850000003,8179.257508540002
30101100444,30306107902,1.681528458000002,23700.145145300026
30101100446,30101100433,3.6676069490000027,4014.2807453019996
30101100447,30101100114,1.3193204800000013,5556.02732209
30101100447,30101100120,4.951013183999995,6068.68618438
30101100447,30101100121,1.5125415500000012,3875.8509035899997
30101100447,30103101701,1.551516754,21770.375942289993
30101100447,30203103701,1.4525433039999984,25737.94987453
30101100448,30101100433,3.5995813979999984,4461.60891008
30101100448,30101100442,6.901287124999996,6184.035865810001
30101100448,30102100738,3.3129001160000024,7900.952422930002
30101100448,30102101112,5.4584228059999935,5331.481616639998
30101100448,30502111309,1.7406183929999945,26931.65424345001
30101100502,30101100336,4.780639312999998,2079.428771914
30101100502,30101100606,6.520081801999995,4544.174832209998
30101100502,30102100714,1.3279900889999974,9195.498732859996
30101100502,30103102107,1.5062712550000013,8692.315447640001
30101100502,30103102109,1.4883592609999996,9819.872903176
30101100504,30101100617,1.7720333399999968,5578.408947250001
30101100507,30101100302,1.3436020510000004,2178.518846690001
30101100507,30101100407,1.719535248,7280.8819038699985
30101100602,30101100120,2.3625734560000025,4296.250432430002
30101100602,30101100336,2.362614715999999,3533.9915047840013
30101100602,30101100407,4.693878159000003,5932.6394413299995
30101100602,30101100605,2.5698301850000003,4091.1551882500007
30101100602,30101100606,11.773740520000008,3766.884375080001
30101100602,30102100713,1.583415709999998,7333.378178499999
30101100602,30102100741,1.3287063829999974,7231.738376399998
30101100602,30102100812,8.372155120999995,4020.68116447
30101100602,30102101245,1.3279900889999972,12454.002641449997
30101100602,30103101605,3.2241594849999946,11073.731401230003
30101100605,30101100329,2.6473105700000015,2171.9176794
30101100606,30101100116,1.6995552060000008,5987.085788930001
30101100606,30101100132,1.7625957639999978,5884.34222252
30101100606,30101100306,1.7625957639999978,4345.5444643499995
30101100606,30101100323,1.736100051999999,3079.5449894499993
30101100606,30101100329,1.3673795780000004,1543.06976623
30101100606,30101100336,1.7268536990000012,2482.0062551640003
30101100606,30101100407,3.561100814999991,8072.287081709997
30101100606,30101100417,1.7234071199999967,10278.567604940003
30101100606,30101100422,2.382306137,10560.484544629999
30101100606,30101100612,3.1668314209999986,2184.34121102
30101100606,30101100618,1.6161888580000008,4177.892591960001
30101100606,30102100713,10.670170330000014,9754.609008880001
30101100606,30102100729,1.6161888579999963,9430.425990230005
30101100606,30102100740,5.138474944999993,9774.29969728
30101100606,30103101818,1.7551257629999995,13729.161073940004
30101100606,30103102031,1.7268536990000023,11460.877794658001
30101100606,30305107625,2.1937212369999863,33977.48263802003
30101100606,30306107901,1.7268536990000025,30625.29159622003
30101100606,30501110531,1.6884597020000014,25796.46065426998
30101100607,30101100606,5.452889435000002,1221.6453464289998
30101100607,30102101213,1.5503043520000022,10413.174348269
30101100607,30103101601,3.3567769009999933,10901.360180928996
30101100607,30103101701,1.6522880780000075,19214.156131688993
30101100607,30302105322,1.5062712550000013,21911.350889999005
30101100607,30303106023,1.616188857999991,28526.264459979004
30101100607,30504113505,1.5125415499999997,27899.17666497899
30101100609,30203103603,1.328706382999997,30641.368184589992
30101100612,30101100112,1.506271255000001,4452.63426821
30101100612,30101100411,1.633089393999998,7446.028330448001
30101100612,30101100606,9.988248168999993,2184.3412110200006
30101100612,30102100728,1.583415709999998,7076.236725849998
30101100612,30303106324,1.9859009549999926,26091.228556100014
30101100614,30101100302,1.9859009550000009,3479.754809689999
30101100614,30101100311,4.953215424000005,4325.573174249998
30101100614,30101100336,5.156843673999994,3238.5346103240004
30101100614,30101100407,2.027004607999999,7487.86728687
30101100614,30101100606,4.885274871999997,2864.340740620001
30101100614,30102100728,1.998995178000001,7242.011825449998
30101100614,30103101801,5.056698685000008,14830.303851390001
30101100614,30103102013,2.5461597749999987,12828.767441990003
30101100614,30103102031,2.541022934000006,11939.041709818
30101100614,30303106110,1.4173381119999966,28762.394223430016
30101100614,30503112613,1.61618885799999,28148.207486669984
30101100615,30101100618,1.7004718479999996,2013.4314939599994
30101100615,30102100804,6.932607651000001,2246.4174506599993
30101100616,30101100120,6.571201659999992,4068.8722806900014
30101100616,30101100304,1.4528787380000006,2959.5211124099997
30101100616,30101100311,1.5503043519999993,3543.3892069699996
30101100616,30101100336,9.173442184000006,4243.098853044
30101100616,30101100407,4.073366988999999,5766.910859589999
30101100616,30101100606,6.328353622000005,4078.66748334
30101100616,30101100614,3.4154873659999976,2207.1693885000004
30101100616,30102101112,5.097782699999993,9266.146551009999
30101100616,30102101221,3.519194579999996,10261.332819869995
30101100616,30303106511,1.237241713999996,28526.589963790004
30101100616,30304107008,1.8548890989999953,27829.270631460007
30101100617,30101100116,5.3890927120000045,2488.8805187599996
30101100617,30101100120,3.570246201000003,4163.1215326400015
30101100617,30101100311,9.570537079000005,3905.8535989199995
30101100617,30101100437,1.851446091,6590.363154049997
30101100617,30101100439,2.604863196999996,7041.409289349997
30101100617,30101100446,7.11054872099999,6344.624404022
30101100617,30101100504,3.495440459999998,5578.40894725
30101100617,30101100606,5.186435059000001,4232.835985289999
30101100617,30102100728,1.6995552059999997,5593.424100119999
30101100617,30102100804,5.245159607000001,2441.2382784899996
30101100617,30203103505,1.9859009550000029,41135.020082860014
30101100618,30101100116,4.701867873999994,4192.154245429998
30101100618,30101100606,9.709449783000004,4177.892591960001
30101100618,30101100615,1.7004718479999996,2013.4314939599997
30101100618,30102100719,1.583415709999998,6937.280950729999
30101100618,30102100738,5.224702300999996,4877.288565920004
30101100618,30102100742,1.9047947690000027,6398.16447796
30101100618,30102100805,3.481206435999998,2602.2264679100003
30101100618,30103102036,1.3279900889999972,13916.601037759998
30101100618,30303106321,3.6669221949999904,25577.53858862
30101100625,30101100606,1.8311195069999984,2739.4083877300004
30102100703,30101100605,1.755125762999997,10729.284007859
30102100703,30102100727,1.681528458000001,3120.019463179
30102100703,30102100738,3.344073059,2834.402658649001
30102100703,30102101211,1.7053220519999999,1585.742891029
30102100703,30102101212,1.786186035,1224.056519089
30102100703,30102101303,1.003547269999999,7397.381206269
30102100710,30101100336,1.6330893939999969,11289.296880034
30102100710,30101100407,2.751338836999997,12073.62213658
30102100710,30102100727,16.273531559999995,1925.3909688200001
30102100710,30102100728,1.734732132,1917.84656516
30102100710,30102100734,5.466073714999997,4044.4616278999997
30102100710,30102100738,3.375972015000001,2842.0848642900005
30102100710,30102100739,2.526457442999999,2077.3299733
30102100710,30102100804,6.384919174000003,5754.555673529999
30102100710,30102101112,4.9245946350000045,9039.600348000002
30102100710,30102101221,3.4048475040000024,4591.79206686
30102100710,30102101250,1.3673795779999993,5053.585420100001
30102100710,30102101308,1.237483620000001,8611.41251869
30102100710,30103101801,1.6995552060000094,22521.495661099998
30102100710,30103101823,1.3436020510000033,23561.418933200006
30102100710,30103101912,1.4525433039999953,20559.2798022
30102100710,30303106523,1.7052922970000128,33094.94740178001
30102100710,30503112403,1.85144609100001,35427.48832834
30102100713,30101100301,3.134932465000006,11750.723783730002
30102100713,30102101242,1.719535248,10113.339761250003
30102100714,30101100606,1.792556305000003,6643.781436109998
30102100714,30102100740,1.4528787379999992,4218.078617929999
30102100714,30102101230,1.7720333399999977,6743.927041830001
30102100718,30101100123,8.431001862000008,7218.348325282001
30102100718,30101100507,1.6161888579999946,12034.526952061997
30102100718,30102100727,4.979162857,1131.3593683920003
30102100718,30102100728,1.2374836199999995,1133.9156047319998
30102100718,30102100738,6.926761856000004,2048.053263862
30102100718,30301105135,3.0747341689999965,23529.664860296
30102100718,30302105307,1.2889738239999986,28235.41412392199
30102100718,30303106221,1.6078547820000029,26856.036526802007
30102100718,30303106321,2.5698301850000003,29713.899396561992
30102100718,30503112513,1.7079269710000051,33796.932453482
30102100718,30503113123,1.5834157100000008,37859.42917891202
30102100720,30102100728,5.268227982,1703.7716073099998
30102100722,30102100804,5.267580321999998,3355.68859579
30102100722,30102100812,6.595707581,2152.0828119800003
30102100722,30102101324,3.4029628449999954,9153.084402469998
30102100727,30102100813,2.392445327999998,2315.39085077
30102100728,30101100607,1.3324962309999966,7895.797621259001
30102100728,30102100720,5.268227982,1703.77160731
30102100728,30102100809,1.7268536990000019,5415.75537206
30102100728,30102101301,1.8978720549999963,8179.997257369999
30102100734,30101100403,3.3937817539999884,13841.928746890007
30102100734,30102100710,5.466073714999997,4044.4616279
30102100734,30102100722,1.4528787380000008,2935.56564016
30102100738,30101100101,1.3074700009999993,5085.097344390001
30102100738,30101100403,1.3493204960000005,10220.889723280003
30102100738,30101100448,1.7625957639999978,7900.95242293
30102100738,30101100606,2.3626147159999977,7964.04230942
30102100738,30101100618,1.7268536990000019,4877.288565919999
30102100738,30102100710,1.5834157099999988,2842.0848642899996
30102100738,30102100713,1.5515167540000008,4249.03759284
30102100738,30102100718,1.673293564,2048.0532638619998
30102100738,30102100727,4.834709044999998,1308.6820279100004
30102100738,30102100728,1.7079269709999996,824.0296942499999
30102100738,30102100907,2.1495272669999967,11804.945099130002
30102100738,30102100916,1.9859009549999975,16843.07012122
30102100738,30102101206,1.5515167539999997,4654.72859291
30102100738,30102101213,19.231587970000007,3590.38579126
30102100738,30102101230,1.6339702300000012,5488.533555140002
30102100738,30102101333,1.726853699000002,10013.553118789996
30102100738,30305107353,2.3626147160000124,37127.694765390035
30102100739,30102100945,1.356545318999999,15249.3860048
30102100740,30101100122,7.5973843990000125,9330.868857540005
30102100740,30101100602,1.9047947690000036,7980.6865369
30102100740,30102101330,1.9277183380000034,11825.598665719997
30102100741,30102100916,1.3074700010000053,18299.376168580005
30102100741,30302105802,1.3287063829999968,31378.23295636998
