zone_id,zone_x,zone_y,node_id,node_x,node_y,length_metres,cost_minutes,WKT
30202103304,153.0079314,-27.4000342,182475,153.0076527,-27.4000286,27.57104379,0,"LINESTRING(153.007931402719 -27.4000342037889,153.0076527 -27.4000286)"
30202103305,153.0123506,-27.40220772,61863,153.0129497,-27.4023576,61.53754319,0,"LINESTRING(153.01235056359 -27.4022077244544,153.0129497 -27.4023576)"
30202103306,153.0201782,-27.40259787,14907,153.0198182,-27.4022243,54.59913929,0,"LINESTRING(153.020178187291 -27.4025978663044,153.0198182 -27.4022243)"
30202103307,153.0040724,-27.39473484,184489,153.0041913,-27.3948912,20.94327736,0,"LINESTRING(153.004072352557 -27.3947348355104,153.0041913 -27.3948912)"
30202103308,153.0078402,-27.39225859,184441,153.0082121,-27.3924409,41.96718024,0,"LINESTRING(153.007840186748 -27.3922585941536,153.0082121 -27.3924409)"
30202103309,153.0081845,-27.39544522,62477,153.0083318,-27.3963,95.83184557,0,"LINESTRING(153.008184467207 -27.3954452245407,153.0083318 -27.3963)"
30202103310,153.0128848,-27.39431223,61967,153.0128467,-27.3945163,22.92403366,0,"LINESTRING(153.012884753861 -27.3943122299959,153.0128467 -27.3945163)"
30202103311,153.0172609,-27.39483807,37289,153.0174391,-27.395297,53.82252099,0,"LINESTRING(153.017260873205 -27.3948380692739,153.0174391 -27.395297)"
30202103312,153.0121938,-27.39917226,30981,153.0128285,-27.3992782,63.86290611,0,"LINESTRING(153.012193784152 -27.3991722580615,153.0128285 -27.3992782)"
30202103313,153.015889,-27.39920412,61923,153.0156388,-27.3999902,90.5510695,0,"LINESTRING(153.015888957796 -27.3992041185578,153.0156388 -27.3999902)"
30202103314,153.0174533,-27.40133405,15083,153.0173807,-27.4016384,34.48040111,0,"LINESTRING(153.017453278687 -27.4013340500758,153.0173807 -27.4016384)"
30202103315,153.000924,-27.39139061,25867,153.0008484,-27.3916677,31.6010808,0,"LINESTRING(153.000923992918 -27.3913906138328,153.0008484 -27.3916677)"
30202103316,153.000725,-27.39443679,184505,152.999781,-27.3942239,96.30401066,0,"LINESTRING(153.000725025111 -27.3944367884695,152.999781 -27.3942239)"
30202103401,153.0447895,-27.38918953,64610,153.0445872,-27.3888635,41.30005554,0,"LINESTRING(153.044789535814 -27.3891895280427,153.0445872 -27.3888635)"
30202103402,153.0444305,-27.39185735,64565,153.0441279,-27.3921489,44.04289012,0,"LINESTRING(153.044430545956 -27.3918573495203,153.0441279 -27.3921489)"
30202103403,153.0525889,-27.38322678,105509,153.0521795,-27.3833524,42.82187508,0,"LINESTRING(153.052588901744 -27.3832267841696,153.0521795 -27.3833524)"
30202103404,153.048641,-27.38122478,72321,153.0489977,-27.3813116,36.57222424,0,"LINESTRING(153.048640998677 -27.3812247792866,153.0489977 -27.3813116)"
30202103405,153.0477351,-27.38348892,119602,153.0477687,-27.3826697,90.83869595,0,"LINESTRING(153.047735118139 -27.3834889246811,153.0477687 -27.3826697)"
30202103406,153.0575964,-27.39585294,12067,153.0572171,-27.3957001,41.16266601,0,"LINESTRING(153.05759642403 -27.3958529403884,153.0572171 -27.3957001)"
30202103407,153.0571541,-27.3928382,12061,153.0577271,-27.3929308,57.59177473,0,"LINESTRING(153.057154137316 -27.3928382029616,153.0577271 -27.3929308)"
30202103408,153.0534352,-27.39286706,11995,153.0530629,-27.3930786,43.65217708,0,"LINESTRING(153.053435211332 -27.3928670580335,153.0530629 -27.3930786)"
30202103409,153.0539122,-27.39553282,12017,153.0538268,-27.3960354,56.32749825,0,"LINESTRING(153.053912194688 -27.3955328208148,153.0538268 -27.3960354)"
30202103410,153.049236,-27.391061,11979,153.0497413,-27.3909372,51.82765577,0,"LINESTRING(153.049235997774 -27.3910610021194,153.0497413 -27.3909372)"
30202103411,153.0489514,-27.39435264,11583,153.0486512,-27.3942675,31.15455046,0,"LINESTRING(153.048951401563 -27.3943526370048,153.0486512 -27.3942675)"
30202103412,153.0477089,-27.39701565,11593,153.046823,-27.3968279,90.05377155,0,"LINESTRING(153.047708884747 -27.3970156531044,153.046823 -27.3968279)"
30202103413,153.0431282,-27.39765138,11535,153.0434155,-27.3978414,35.36596366,0,"LINESTRING(153.043128206282 -27.3976513755625,153.0434155 -27.3978414)"
30202103414,153.0435432,-27.39434246,11549,153.0436946,-27.3944571,19.63387418,0,"LINESTRING(153.043543238605 -27.3943424605878,153.0436946 -27.3944571)"
30202103415,153.0387203,-27.39283826,11507,153.0391927,-27.3923471,71.7288467,0,"LINESTRING(153.038720325235 -27.392838260569,153.0391927 -27.3923471)"
30202103416,153.0386279,-27.3962862,11473,153.0381669,-27.3959367,59.82506584,0,"LINESTRING(153.038627932007 -27.3962861974539,153.0381669 -27.3959367)"
30202103417,153.0380111,-27.39940358,178094,153.0384224,-27.3994348,40.82462552,0,"LINESTRING(153.038011105147 -27.3994035822001,153.0384224 -27.3994348)"
